Source Name	Characteristics [Organism]	Term Source REF	Term Source Accession	Characteristics[Organism Part]	Term Source REF	Term Source Accession	Characteristics[Sex]	Term Source REF	Term Source Accession	Characteristics[Individual]	Characteristics[Genotype]	Comment[Gene Identifier]	Comment[Gene Symbol]	Comment[Human Ortholog]	Comment[Human Ortholog Gene Symbol]	Protocol REF	Protocol REF	Assay Name	Factor Value[Organism Part]	Factor Value[Sex]	Factor Value[Individual]	Factor Value[Genotype]	DataSet Name	Image File	Channels	Comment [Image File Type]	Comment[Image File Path]	Protocol REF	Processed Data File
Idh1-14-178-skin	Mus musculus	NCBITaxon	NCBITaxon_10090	skin	EFO	EFO_0000962	female	PATO	PATO_0000383	Idh1-14-178	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-178-skin	skin	female	Idh1-14-178	Idh1 knockout	Idh1-14-178-skin	Idh1-14-178-skin - 2015-06-20 10.58.26.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-182-brain	Mus musculus	NCBITaxon	NCBITaxon_10090	brain	UBERON	UBERON_0000955	male	PATO	PATO_0000384	Idh1-14-182	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-182-brain	brain	male	Idh1-14-182	Idh1 knockout	Idh1-14-182-brain	Idh1-14-182-brain - 2015-06-20 17.14.24.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-182-eye	Mus musculus	NCBITaxon	NCBITaxon_10090	eye	UBERON	UBERON_0000970	male	PATO	PATO_0000384	Idh1-14-182	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-182-eye	eye	male	Idh1-14-182	Idh1 knockout	Idh1-14-182-eye	Idh1-14-182-eye - 2015-06-20 19.00.54.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-182-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	male	PATO	PATO_0000384	Idh1-14-182	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-182-gastrointestinal	gastrointestinal system	male	Idh1-14-182	Idh1 knockout	Idh1-14-182-gastrointestinal	Idh1-14-182-gi - 2015-06-20 18.17.44.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-182-heart	Mus musculus	NCBITaxon	NCBITaxon_10090	heart	UBERON	UBERON_0000948	male	PATO	PATO_0000384	Idh1-14-182	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-182-heart	heart	male	Idh1-14-182	Idh1 knockout	Idh1-14-182-heart	Idh1-14-182-heart - 2015-06-20 17.47.18.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-182-knee	Mus musculus	NCBITaxon	NCBITaxon_10090	knee	UBERON	UBERON_0001465	male	PATO	PATO_0000384	Idh1-14-182	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-182-knee	knee	male	Idh1-14-182	Idh1 knockout	Idh1-14-182-knee	Idh1-14-182-knee - 2015-06-20 18.46.00.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-182-liver	Mus musculus	NCBITaxon	NCBITaxon_10090	liver	UBERON	UBERON_0002107	male	PATO	PATO_0000384	Idh1-14-182	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-182-liver	liver	male	Idh1-14-182	Idh1 knockout	Idh1-14-182-liver	Idh1-14-182-liver - 2015-06-20 17.30.28.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-182-lymph-node	Mus musculus	NCBITaxon	NCBITaxon_10090	lymph node	UBERON	UBERON_0000029	male	PATO	PATO_0000384	Idh1-14-182	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-182-lymph-node	lymph node	male	Idh1-14-182	Idh1 knockout	Idh1-14-182-lymph-node	Idh1-14-182-LN - 2015-06-20 18.39.58.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-182-reproductive-male	Mus musculus	NCBITaxon	NCBITaxon_10090	reproductive system	UBERON	UBERON_0000990	male	PATO	PATO_0000384	Idh1-14-182	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-182-reproductive-male	reproductive system	male	Idh1-14-182	Idh1 knockout	Idh1-14-182-reproductive-male	Idh1-14-182-reprom - 2015-06-20 18.28.54.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-182-salivary-gland	Mus musculus	NCBITaxon	NCBITaxon_10090	salivary gland	UBERON	UBERON_0001044	male	PATO	PATO_0000384	Idh1-14-182	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-182-salivary-gland	salivary gland	male	Idh1-14-182	Idh1 knockout	Idh1-14-182-salivary-gland	Idh1-14-182-Sali - 2015-06-20 18.00.46.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-182-skin	Mus musculus	NCBITaxon	NCBITaxon_10090	skin	EFO	EFO_0000962	male	PATO	PATO_0000384	Idh1-14-182	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-182-skin	skin	male	Idh1-14-182	Idh1 knockout	Idh1-14-182-skin	Idh1-14-182-skin - 2015-06-20 19.10.28.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-182-skin	Mus musculus	NCBITaxon	NCBITaxon_10090	skin	EFO	EFO_0000962	male	PATO	PATO_0000384	Idh1-14-182	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-182-skin	skin	male	Idh1-14-182	Idh1 knockout	Idh1-14-182-skin	Idh1-14-182-skin - 2015-06-20 21.07.08.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-183-brain	Mus musculus	NCBITaxon	NCBITaxon_10090	brain	UBERON	UBERON_0000955	female	PATO	PATO_0000383	Idh1-14-183	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-183-brain	brain	female	Idh1-14-183	Idh1 knockout	Idh1-14-183-brain	Idh1-14-183-brain - 2015-06-20 19.24.20.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-183-eye	Mus musculus	NCBITaxon	NCBITaxon_10090	eye	UBERON	UBERON_0000970	female	PATO	PATO_0000383	Idh1-14-183	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-183-eye	eye	female	Idh1-14-183	Idh1 knockout	Idh1-14-183-eye	Idh1-14-183-eye - 2015-06-20 20.54.49.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-183-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	female	PATO	PATO_0000383	Idh1-14-183	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-183-gastrointestinal	gastrointestinal system	female	Idh1-14-183	Idh1 knockout	Idh1-14-183-gastrointestinal	Idh1-14-183-gi - 2015-06-20 20.11.50.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-183-heart	Mus musculus	NCBITaxon	NCBITaxon_10090	heart	UBERON	UBERON_0000948	female	PATO	PATO_0000383	Idh1-14-183	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-183-heart	heart	female	Idh1-14-183	Idh1 knockout	Idh1-14-183-heart	Idh1-14-183-heart - 2015-06-20 19.44.34.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-183-knee	Mus musculus	NCBITaxon	NCBITaxon_10090	knee	UBERON	UBERON_0001465	female	PATO	PATO_0000383	Idh1-14-183	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-183-knee	knee	female	Idh1-14-183	Idh1 knockout	Idh1-14-183-knee	Idh1-14-183-knee - 2015-06-20 20.42.02.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-183-liver	Mus musculus	NCBITaxon	NCBITaxon_10090	liver	UBERON	UBERON_0002107	female	PATO	PATO_0000383	Idh1-14-183	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-183-liver	liver	female	Idh1-14-183	Idh1 knockout	Idh1-14-183-liver	Idh1-14-183-liver - 2015-06-20 19.34.58.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-183-lymph-node	Mus musculus	NCBITaxon	NCBITaxon_10090	lymph node	UBERON	UBERON_0000029	female	PATO	PATO_0000383	Idh1-14-183	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-183-lymph-node	lymph node	female	Idh1-14-183	Idh1 knockout	Idh1-14-183-lymph-node	Idh1-14-183-LN - 2015-06-20 20.37.04.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-183-reproductive-female	Mus musculus	NCBITaxon	NCBITaxon_10090	reproductive system	UBERON	UBERON_0000990	female	PATO	PATO_0000383	Idh1-14-183	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-183-reproductive-female	reproductive system	female	Idh1-14-183	Idh1 knockout	Idh1-14-183-reproductive-female	Idh1-14-183-reprof - 2015-06-20 20.24.21.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-183-salivary-gland	Mus musculus	NCBITaxon	NCBITaxon_10090	salivary gland	UBERON	UBERON_0001044	female	PATO	PATO_0000383	Idh1-14-183	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-183-salivary-gland	salivary gland	female	Idh1-14-183	Idh1 knockout	Idh1-14-183-salivary-gland	Idh1-14-183-Sali - 2015-06-20 19.57.06.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-brain	Mus musculus	NCBITaxon	NCBITaxon_10090	brain	UBERON	UBERON_0000955	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-brain	brain	female	Pipox-14-209	Pipox knockout	Pipox-14-209-brain	Pipox-14-209-brain - 2015-06-23 21.40.18.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Pipox-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-eye	Mus musculus	NCBITaxon	NCBITaxon_10090	eye	UBERON	UBERON_0000970	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-eye	eye	female	Pipox-14-209	Pipox knockout	Pipox-14-209-eye	Pipox-14-209-eye - 2015-06-23 23.25.29.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Pipox-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-gastrointestinal	gastrointestinal system	female	Pipox-14-209	Pipox knockout	Pipox-14-209-gastrointestinal	Pipox-14-209-gi - 2015-06-23 22.36.10.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Pipox-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-heart	Mus musculus	NCBITaxon	NCBITaxon_10090	heart	UBERON	UBERON_0000948	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-heart	heart	female	Pipox-14-209	Pipox knockout	Pipox-14-209-heart	Pipox-14-209-heart - 2015-06-23 22.06.03.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Pipox-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-knee	Mus musculus	NCBITaxon	NCBITaxon_10090	knee	UBERON	UBERON_0001465	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-knee	knee	female	Pipox-14-209	Pipox knockout	Pipox-14-209-knee	Pipox-14-209-knee - 2015-06-23 23.12.09.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Pipox-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-liver	Mus musculus	NCBITaxon	NCBITaxon_10090	liver	UBERON	UBERON_0002107	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-liver	liver	female	Pipox-14-209	Pipox knockout	Pipox-14-209-liver	Pipox-14-209-liver - 2015-06-23 21.54.11.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Pipox-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-lymph-node	Mus musculus	NCBITaxon	NCBITaxon_10090	lymph node	UBERON	UBERON_0000029	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-lymph-node	lymph node	female	Pipox-14-209	Pipox knockout	Pipox-14-209-lymph-node	Pipox-14-209-LN - 2015-06-23 23.02.52.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Pipox-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-reproductive-female	Mus musculus	NCBITaxon	NCBITaxon_10090	reproductive system	UBERON	UBERON_0000990	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-reproductive-female	reproductive system	female	Pipox-14-209	Pipox knockout	Pipox-14-209-reproductive-female	Pipox-14-209-reprof - 2015-06-23 22.49.17.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Pipox-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-salivary-gland	Mus musculus	NCBITaxon	NCBITaxon_10090	salivary gland	UBERON	UBERON_0001044	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-salivary-gland	salivary gland	female	Pipox-14-209	Pipox knockout	Pipox-14-209-salivary-gland	Pipox-14-209-Sali - 2015-06-23 22.20.06.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Pipox-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-skin	Mus musculus	NCBITaxon	NCBITaxon_10090	skin	EFO	EFO_0000962	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-skin	skin	female	Pipox-14-209	Pipox knockout	Pipox-14-209-skin	Pipox-14-209-skin - 2015-06-23 23.32.33.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Pipox-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-210-knee	Mus musculus	NCBITaxon	NCBITaxon_10090	knee	UBERON	UBERON_0001465	male	PATO	PATO_0000384	Pipox-14-210	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-210-knee	knee	male	Pipox-14-210	Pipox knockout	Pipox-14-210-knee	Pipox-14-210--knee - 2015-06-24 00.53.52.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Pipox-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-210-liver	Mus musculus	NCBITaxon	NCBITaxon_10090	liver	UBERON	UBERON_0002107	male	PATO	PATO_0000384	Pipox-14-210	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-210-liver	liver	male	Pipox-14-210	Pipox knockout	Pipox-14-210-liver	Pipox-14-210--liver - 2015-06-23 23.55.47.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Pipox-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-210-brain	Mus musculus	NCBITaxon	NCBITaxon_10090	brain	UBERON	UBERON_0000955	male	PATO	PATO_0000384	Pipox-14-210	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-210-brain	brain	male	Pipox-14-210	Pipox knockout	Pipox-14-210-brain	Pipox-14-210-brain - 2015-06-23 23.45.41.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Pipox-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-210-eye	Mus musculus	NCBITaxon	NCBITaxon_10090	eye	UBERON	UBERON_0000970	male	PATO	PATO_0000384	Pipox-14-210	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-210-eye	eye	male	Pipox-14-210	Pipox knockout	Pipox-14-210-eye	Pipox-14-210-eye - 2015-06-24 01.01.43.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Pipox-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-210-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	male	PATO	PATO_0000384	Pipox-14-210	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-210-gastrointestinal	gastrointestinal system	male	Pipox-14-210	Pipox knockout	Pipox-14-210-gastrointestinal	Pipox-14-210-gi - 2015-06-24 00.25.52.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Pipox-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-210-heart	Mus musculus	NCBITaxon	NCBITaxon_10090	heart	UBERON	UBERON_0000948	male	PATO	PATO_0000384	Pipox-14-210	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-210-heart	heart	male	Pipox-14-210	Pipox knockout	Pipox-14-210-heart	Pipox-14-210-heart - 2015-06-24 00.05.57.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Pipox-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-210-lymph-node	Mus musculus	NCBITaxon	NCBITaxon_10090	lymph node	UBERON	UBERON_0000029	male	PATO	PATO_0000384	Pipox-14-210	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-210-lymph-node	lymph node	male	Pipox-14-210	Pipox knockout	Pipox-14-210-lymph-node	Pipox-14-210-LN - 2015-06-24 00.49.41.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Pipox-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-210-reproductive-male	Mus musculus	NCBITaxon	NCBITaxon_10090	reproductive system	UBERON	UBERON_0000990	male	PATO	PATO_0000384	Pipox-14-210	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-210-reproductive-male	reproductive system	male	Pipox-14-210	Pipox knockout	Pipox-14-210-reproductive-male	Pipox-14-210-reprom - 2015-06-24 00.38.00.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Pipox-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-210-salivary-gland	Mus musculus	NCBITaxon	NCBITaxon_10090	salivary gland	UBERON	UBERON_0001044	male	PATO	PATO_0000384	Pipox-14-210	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-210-salivary-gland	salivary gland	male	Pipox-14-210	Pipox knockout	Pipox-14-210-salivary-gland	Pipox-14-210-Sali - 2015-06-24 00.13.49.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Pipox-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-210-skin	Mus musculus	NCBITaxon	NCBITaxon_10090	skin	EFO	EFO_0000962	male	PATO	PATO_0000384	Pipox-14-210	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-210-skin	skin	male	Pipox-14-210	Pipox knockout	Pipox-14-210-skin	Pipox-14-210-skin - 2015-06-24 01.07.55.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Pipox-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-211-brain	Mus musculus	NCBITaxon	NCBITaxon_10090	brain	UBERON	UBERON_0000955	female	PATO	PATO_0000383	Pipox-14-211	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-211-brain	brain	female	Pipox-14-211	Pipox knockout	Pipox-14-211-brain	Pipox-14-211-brain - 2015-06-24 01.15.48.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Pipox-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-211-eye	Mus musculus	NCBITaxon	NCBITaxon_10090	eye	UBERON	UBERON_0000970	female	PATO	PATO_0000383	Pipox-14-211	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-211-eye	eye	female	Pipox-14-211	Pipox knockout	Pipox-14-211-eye	Pipox-14-211-eye - 2015-06-24 02.26.41.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Pipox-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-211-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	female	PATO	PATO_0000383	Pipox-14-211	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-211-gastrointestinal	gastrointestinal system	female	Pipox-14-211	Pipox knockout	Pipox-14-211-gastrointestinal	Pipox-14-211-gi - 2015-06-24 01.55.27.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Pipox-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
