ORF Identifier	Gene Identifier	Gene Symbol	Scored As Nuclear Foci At Initial Stage	Subcellular Localization Based On Secondary Screening	Scored Subcellular Localization By Secondary Screening	Has Phenotype	Phenotype Annotation Level	Phenotype 1	Phenotype 2	Phenotype 3	Phenotype 4	Phenotype 5	Phenotype 6	Phenotype 7	Phenotype 8
53432	339231	ARL16	no	no											
56375	339287	MSL1	no	no											
52634	339302	CPLX4	no	no											
56328	339324	ZNF260	no	no											
10470	339327	ZNF546	no	no											
54177	339345	NANOS2	no	no											
56153	339366	ADAMTSL5	no	no											
54510	339416	ANKRD45	no	no											
14255	339448	C1orf174	no	no											
14124	339451	KLHL17	no	no											
56044	339457	C1orf222	no	no											
13312	339487	ZBTB8OS	no	no											
54664	339501	PRSS38	no	no											
11261	339512	C1orf110	no	no											
53294	339524	LOC339524	no	no											
11121	339531	KIF26B	no	no											
53794	339535	LOC339535	no	no											
15017	339541	C1orf228	no	no											
56002	339665	SLC35E4	no	no											
14993	339768	ESPNL	no	no											
10573	339779	C2orf53	no	no											
55996	339788	LOC339788	no	no											
56047	339809	FLJ39061	no	no											
55027	339883	C3orf35	no	no											
9430	339965	CCDC158	no	no											
53082	339967	TMPRSS11A	no	no											
9154	339976	TRIML1	no	no											
56756	340017	LOC340017	no	no											
11503	340061	TMEM173	no	no											
56503	340069	FAM170A	no	no											
56913	340075	ARSI	no	no											
53748	340094	LOC340094	no	no											
53234	340120	ANKRD34B	no	no											
55055	340156	MYLK4	no	no											
52761	340205	TREML1	no	no											
1555	340252	ZNF680	no	no											
53447	340273	ABCB5	no	no											
13380	340277	C7orf46	no	no											
10535	340307	CTAGE6P	no	no											
11438	340348	TSPAN33	no	no											
1946	340351	AGBL3	no	no											
56933	340359	KLHL38	no	no											
53133	340371	NRBP2	no	no											
54320	340385	ZNF517	no	no											
8258	340419	RSPO2	no	no											
10425	340481	ZDHHC21	no	no											
56194	340542	BEX5	no	no											
2319	340561	UBE2DNL	no	no											
54476	340562	SATL1	no	no											
52748	340596	LHFPL1	no	no											
56917	340706	VWA2	no	no											
52606	340811	AKR1CL1	no	no											
11336	341032	C11orf53	no	no											
52823	341359	SYT10	no	no											
56785	341405	ANKRD33	no	no											
52609	341947	COX8C	no	no											
53663	342035	GLDN	no	no											
52900	342184	FMN1	no	no											
56939	342357	ZKSCAN2	no	no											
52588	342510	CD300E	no	no											
14826	342538	NACA2	no	no											
56079	342666	FLJ43826	no	no											
55919	342667	STAC2	no	no											
56730	342898	SYCN	no	no											
52793	342908	ZNF404	no	no											
10682	342926	ZNF677	no	no											
53524	342945	ZSCAN22	no	no											
52607	342977	NANOS3	no	no											
12310	343035	RD3	no	no											
56031	343070	PRAMEF9	no	no											
55048	343263	MYBPHL	no	no											
55050	343263	MYBPHL	no	no											
54602	343472	BARHL2	no	no											
54131	344658	SAMD7	no	no											
14832	344752	AADACL2	no	no											
54159	344805	TMPRSS7	no	no											
55961	344838	PAQR9	no	no											
14867	344892	RTP2	no	no											
56452	344901	OSTN	no	no											
56755	345062	PRSS48	no	no											
52792	345193	LRIT3	no	no											
55791	345274	SLC10A6	no	no											
53508	345275	HSD17B13	no	no											
56477	345611	IRGM	no	no											
2580	345757	FAM174A	no	no											
53243	345778	MTX3	no	no											
52991	345895	RSPH4A	no	no											
53345	346157	ZNF391	no	no											
55790	346606	MOGAT3	no	no											
56043	346653	FAM71F2	no	no											
52597	347148	QRFP	no	no											
52949	347240	KIF24	no	no											
54003	347517	RAB41	no	no											
12081	347694	ECEL1P2	no	no											
11242	347730	LRRTM1	no	no											
53881	347731	LRRTM3	no	no											
55431	347732	CATSPER3	no	no											
5347	347733	TUBB2B	no	no											
12673	347734	SLC35B2	no	no											
8600	347735	SERINC2	no	no											
54395	347735	SERINC2	no	no											
52843	347736	TXNDC6	no	no											
53762	347853	TBX10	no	no											
10596	347902	AMIGO2	no	no											
11020	347918	EP400NL	no	no											
7059	348013	FAM70B	no	no											
9489	348035	MGC40069	no	no											
52794	348094	ANKDD1A	no	no											
11854	348110	C15orf38	no	no											
14653	348174	CLEC18A	no	no											
56409	348180	CTU2	no	no											
12915	348235	SKA2	no	no											
53098	348262	FAM195B	no	no											
54139	348303	SELV	no	no											
10877	348327	ZNF530	no	no											
10681	348477	MIA3	no	no											
772	348487	FAM131C	no	no											
9211	348487	FAM131C	no	no											
56244	348645	C22orf34	no	no											
54049	348654	GEN1	no	no											
12015	348793	WDR53	no	no											
54500	348801	LNP1	no	no											
52807	348807	CCDC37	no	no											
54156	348825	TPRXL	no	no											
12329	348995	NUP43	no	no											
52910	349136	WDR86	no	no											
14433	349152	DPY19L2P2	no	no											
8547	349565	NMNAT3	no	no											
53847	349667	RTN4RL2	no	no											
14999	353116	RILPL1	no	no											
56129	353132	LCE1B	no	no											
56612	353139	LCE2A	no	no											
54855	353141	LCE2D	no	no											
54696	353144	LCE3C	no	no											
56828	353145	LCE3E	no	no											
10672	353149	TBC1D26	no	no											
56521	353164	TAS2R42	no	no											
56012	353174	ZACN	no	no											
56632	353299	RGSL1	no	no											
56513	353323	KRTAP12-2	no	no											
55410	353324	SPATA12	no	no											
56616	353332	KRTAP12-1	no	no											
56519	353345	GPR141	no	no											
52917	353376	TICAM2	no	no											
13357	353513	VCY1B	no	no											
53662	359710	C20orf185	no	no											
7003	360132	FKBP9L	no	no											
2774	373156	GSTK1	no	no											
12154	373156	GSTK1	no	no											
9341	373863	DND1	no	no											
5773	374291	NDUFS7	no	no											
52963	374308	PTCHD3	no	no											
10048	374354	NHLRC2	no	no											
11109	374355	C10orf96	no	no											
54777	374393	FAM111B	no	no											
11149	374403	TBC1D10C	no	no											
12092	374403	TBC1D10C	no	no											
12450	374408		no	no											
56417	374454	KRT77	no	no											
54077	374470	C12orf42	no	no											
55405	374491	LOC374491	no	no											
9533	374618	TEX9	no	no											
53145	374650	GOLGA6L5	no	no											
53520	374654	KIF7	no	no											
54567	374655	ZNF710	no	no											
9850	374659	HDDC3	no	no											
12052	374666	LOC100288778	no	no											
52980	374739	TEPP	no	no											
10182	374768	SPEM1	no	no											
54915	374864	C18orf34	no	no											
11906	374868	ATP9B	no	no											
56856	374868	ATP9B	no	no											
14196	374875	HSD11B1L	no	no											
55325	374875	HSD11B1L	no	no											
52919	374879	ZNF699	no	no											
12295	374882	TMEM205	no	no											
52932	374899	ZNF829	no	no											
13280	374969	CCDC23	no	no											
53228	374977	C1orf175	no	no											
54333	374977	C1orf175	no	no											
54687	374986	FAM73A	no	no											
14854	375035	SFT2D2	no	no											
14626	375133	PI4KAP1	no	no											
2195	375189	PFN4	no	no											
11684	375248	ANKRD36	no	no											
56675	375248	ANKRD36	no	no											
14902	375251	ANKRD36B	no	no											
11452	375260	WASH3P	no	no											
11366	375307	C2orf62	no	no											
52660	375323	LHFPL4	no	no											
11920	375341	C3orf62	no	no											
13315	375341	C3orf62	no	no											
11512	375346	TMEM110	no	no											
11146	375444	C5orf34	no	no											
9677	375484	C5orf25	no	no											
10787	375519	GJB7	no	no											
9836	375593	TRIM73	no	no											
52833	375611	SLC26A5	no	no											
56561	375612	LHFPL3	no	no											
56676	375612	LHFPL3	no	no											
14161	375686	SPATC1	no	no											
12600	375704	ENHO	no	no											
52954	376132	LRRC10	no	no											
10403	376267	RAB15	no	no											
11135	376693	RPS10P7	no	no											
56895	377047	PRSS45	no	no											
13684	377677	CA13	no	no											
55671	377841	ENTPD8	no	no											
9932	378108	TRIM74	no	no											
52619	378464	MORN2	no	no											
54828	378465		no	no											
13177	378708	APITD1	no	no											
56465	378807	CATSPER4	no	no											
52960	378832	NCRNA00175	no	no											
52819	378884	NHLRC1	no	no											
9251	378925	RNF148	no	no											
54965	386617	KCTD8	no	no											
1214	386618	KCTD4	no	no											
56565	386672	KRTAP10-4	no	no											
56541	386675	KRTAP10-7	no	no											
56529	386676	KRTAP10-9	no	no											
56524	386677	KRTAP10-1	no	no											
56525	386678	KRTAP10-11	no	no											
56518	386680	KRTAP10-5	no	no											
56717	386681	KRTAP10-8	no	no											
56711	386682	KRTAP10-3	no	no											
56829	386684	KRTAP12-4	no	no											
52808	386724	AMIGO3	no	no											
2859	386759	MGC9913	no	no											
7101	387032	ZKSCAN4	no	no											
54622	387082	SUMO4	no	no											
55022	387129	NPSR1	no	no											
53947	387332	TBPL2	no	no											
7668	387338	NSUN4	no	no											
54752	387357	THEMIS	no	no											
55005	387496	RASL11A	no	no											
53276	387521	TMEM189	no	no											
56093	387628	KGFLP1	no	no											
14371	387707	CC2D2B	no	no											
8124	387758	FIBIN	no	no											
55553	387856	C12orf68	no	no											
53208	387882	C12orf75	no	no											
10598	387893	SETD8	no	no											
55046	387914	SHISA2	no	no											
9195	387923	SERP2	no	no											
52670	388112	NANOG	no	no											
54996	388182	FLJ42289	no	no											
13348	388272	C16orf87	no	no											
55052	388284	C16orf86	no	no											
56442	388324	INCA1	no	no											
54870	388325	C17orf87	no	no											
54873	388325	C17orf87	no	no											
53332	388335	TMEM220	no	no											
56449	388387	LOC388387	no	no											
13597	388389	CCDC103	no	no											
55101	388403	YPEL2	no	no											
11702	388407	C17orf82	no	no											
54765	388533	KRTDAP	no	no											
13349	388536	ZNF790	no	no											
54878	388555	IGFL3	no	no											
13457	388558	ZNF808	no	no											
13545	388558	ZNF808	no	no											
56912	388595	TMEM82	no	no											
56905	388633	LDLRAD1	no	no											
53354	388649	C1orf146	no	no											
14898	388650	FAM69A	no	no											
8765	388677	NOTCH2NL	no	no											
55237	388677	NOTCH2NL	no	no											
15044	388695	LYSMD1	no	no											
54773	388701	C1orf189	no	no											
54860	388722	C1orf53	no	no											
55364	388753	C1orf31	no	no											
54854	388815	C21orf34	no	no											
10781	388818	KRTAP26-1	no	no											
14411	388965	FUNDC2P2	no	no											
55556	389073	C2orf80	no	no											
54618	389084	C2orf82	no	no											
56424	389114	ZNF662	no	no											
7293	389119	C3orf54	no	no											
11378	389123	IQCF2	no	no											
53171	389125	MUSTN1	no	no											
54759	389320	C5orf48	no	no											
7403	389336	C5orf46	no	no											
14811	389429	C6orf58	no	no											
13296	389434	IYD	no	no											
9258	389458	LOC389458	no	no											
13359	389538	MGC72080	no	no											
54866	389541	C7orf59	no	no											
55458	389541	C7orf59	no	no											
54948	389658	FAM150A	no	no											
53337	389668	XKR9	no	no											
2129	389677	RBM12B	no	no											
2558	389741	MGC21881	no	no											
55322	389741	MGC21881	no	no											
14931	389756	AQP7P2	no	no											
54967	389791	LOC389791	no	no											
56410	389799	C9orf171	no	no											
8990	389833	LOC100132288	no	no											
14378	389833	LOC100132288	no	no											
53153	389860	PAGE2B	no	no											
2034	389874	ZCCHC13	no	no											
973	389903	CSAG3	no	no											
56446	390212	GPR152	no	no											
54614	390443	RNASE9	no	no											
53300	390535	GOLGA8E	no	no											
54850	391104	VHLL	no	no											
55043	391123	VSIG8	no	no											
14960	391356	C2orf79	no	no											
53213	392307	C9orf128	no	no											
2330	394261	C2orf19	no	no											
52895	394263	MUC21	no	no											
55548	399474	TMEM200B	no	no											
52790	399512	SLC25A35	no	no											
53823	399563	KAZ	no	no											
10518	399655	ZNF254	no	no											
14778	399655	ZNF254	no	no											
53879	399664	MEX3D	no	no											
11414	399665	FAM102A	no	no											
53205	399665	FAM102A	no	no											
10391	399668	NCRNA00086	no	no											
11095	399669	ZNF321	no	no											
56533	399669	ZNF321	no	no											
8343	399670	RPL13AP17	no	no											
1925	399694	SHC4	no	no											
54882	399726	C10orf114	no	no											
56407	399761	BMS1P5	no	no											
1313	399818	METTL10	no	no											
54952	399886	FLJ41423	no	no											
55042	399900	LOC399900	no	no											
55561	399947	C11orf87	no	no											
9292	399979	SNX19	no	no											
56443	400077	NCRNA00173	no	no											
1907	400120	C13orf36	no	no											
56748	400206	STELLAR	no	no											
56430	400359	C15orf53	no	no											
13562	400509	RUNDC2B	no	no											
54983	400511	FLJ45256	no	no											
14418	400566	C17orf97	no	no											
55662	400566	C17orf97	no	no											
12122	400590	LOC400590	no	no											
55347	400629	TEX19	no	no											
53299	400657	LOC400657	no	no											
56448	400661	FLJ44881	no	no											
56416	400696	LGALS17A	no	no											
55094	400707	LOC400707	no	no											
54927	400710	FLJ26850	no	no											
13299	400713	ZNF880	no	no											
53156	400720	ZNF772	no	no											
56943	400746	C1orf130	no	no											
56910	400793	C1orf226	no	no											
54984	400932	FLJ46257	no	no											
55092	400997	FLJ44006	no	no											
56435	401138	AMTN	no	no											
10649	401145	FAM190A	no	no											
7511	401152	C4orf3	no	no											
54991	401172	FLJ33360	no	no											
55078	401260	FLJ41649	no	no											
55083	401260	FLJ41649	no	no											
56445	401288	NCRNA00242	no	no											
9627	401466	C8orf59	no	no											
56438	401474	SAMD12	no	no											
2527	401505	TOMM5	no	no											
56433	401507	FAM74A1	no	no											
53201	401508	FAM74A4	no	no											
56432	401508	FAM74A4	no	no											
54963	401535	C9orf170	no	no											
14387	401541	CENPP	no	no											
56935	401551	WDR38	no	no											
55031	401565	FAM166A	no	no											
52826	402164	USP17	no	no											
10914	402176	RPL21P44	no	no											
2315	402573	C7orf61	no	no											
2280	403312	MGC39545	no	no											
1475	403314	APOBEC4	no	no											
4219	404033		no	no											
52603	404201	NCRNA00247	no	no											
8050	404203	SPINK6	no	no											
11005	404220	C6orf201	no	no											
106	404266	LOC404266	no	no											
2842	404550	C16orf74	no	no											
54947	404552	SCGB1D4	no	no											
12892	404636	FAM45A	no	no											
12064	404672	GTF2H5	no	no											
9780	405752	FSD1L	no	no											
14525	405754	ERVFRDE1	no	no											
15034	407738	FAM19A1	no	no											
11330	408029	C2orf27B	no	no											
6182	408050	NOMO3	no	no											
1172	408263	C5orf40	no	no											
15063	414060	TBC1D3C	no	no											
1480	414061	DNAJB3	no	no											
1536	414061	DNAJB3	no	no											
4998	414062	CCL3L3	no	no											
2209	414149	ACBD7	no	no											
9426	414157	C10orf62	no	no											
1351	414301	DDI1	no	no											
1386	414301	DDI1	no	no											
55003	414318	C9orf106	no	no											
53360	414328	C9orf103	no	no											
54700	414899	BLID	no	no											
2139	414918	FAM116B	no	no											
2326	414926	C15orf50	no	no											
9431	414927	MGC34796	no	no											
53260	415116	PIM3	no	no											
2615	415117	STX19	no	no											
52914	431705	ASTL	no	no											
14087	431707	LHX8	no	no											
9790	439913	C10orf126	no	no											
53316	439921	MXRA7	no	no											
