Compound Broad Identifier	Compound Broad Identifier Short	Compound Broad Identifier_Compound Group	Compound Name	Compound Source	PubChem InChIKey	ChEMBL Identifier	In Annotated Set	ChemBank Annotation	Entrez Annotation	GO Annotation	MeSH Annotation	Product Use Annotation	In Annotated and Active Set	Phenotype 1	Phenotype 2
BRD-K82103381-003-03-7	BRD-K82103381	BRD-K82103381-003-03-7_BBBC022	HYDRALAZINE HYDROCHLORIDE	MicroSource Discovery Systems Inc.	RPTUSVTUFVMDQK-UHFFFAOYSA-N	CHEMBL276832	yes					UseClass:8092 (vasodilator)			
BRD-K82236108-001-02-3	BRD-K82236108	BRD-K82236108-001-02-3_BBBC022	N-METHYL (-)EPHEDRINE	MicroSource Discovery Systems Inc.	FMCGSUUBYTWNDP-ONGXEEELSA-N		yes				MeSH:D001249 (Asthma)	UseClass:8078 (anti-asthmatic);UseClass:8088 (bronchodilator)			
BRD-K82236179-001-05-0	BRD-K82236179	BRD-K82236179-001-05-0_BBBC022	Dicumarol	Prestwick Chemical Inc.	DOBMPNYZJYQDGZ-UHFFFAOYSA-N	CHEMBL1466	yes				MeSH:D001424 (Bacterial Infections)	UseClass:8104 (anti-bacterial);UseClass:8102 (anti-coagulant)			
BRD-K82255054-001-03-5	BRD-K82255054	BRD-K82255054-001-03-5_BBBC022	PROPOFOL	Biomol International Inc.	OLBCVFGFOZPWHH-UHFFFAOYSA-N	CHEMBL526	yes		GeneID:1135 (inhibits CHRNA2);GeneID:1141 (inhibits CHRNB2)			UseClass:8082 (anesthetic)			
BRD-K82562631-236-02-0	BRD-K82562631	BRD-K82562631-236-02-0_BBBC022	TOLMETIN SODIUM	MicroSource Discovery Systems Inc.	UPSPUYADGBWSHF-UHFFFAOYSA-N	CHEMBL1020	yes				MeSH:D007249 (Inflammation)	UseClass:8071 (anti-inflammatory)			
BRD-K82795137-001-02-3	BRD-K82795137	BRD-K82795137-001-02-3_BBBC022	LORATADINE	MicroSource Discovery Systems Inc.	JCCNYMKQOSZNPW-UHFFFAOYSA-N	CHEMBL998	yes		GeneID:3269 (inhibits HRH1)		MeSH:D012220 (Rhinitis)				
BRD-K83064458-001-05-7	BRD-K83064458	BRD-K83064458-001-05-7_BBBC022	Etofylline	Prestwick Chemical Inc.	NWPRCRWQMGIBOT-UHFFFAOYSA-N	CHEMBL699	yes			GO:0004104 (inhibits cholinesterase activity);GO:0005267 (inhibits potassium channel activity)		UseClass:8155 (antidote)			
BRD-K83597974-003-05-7	BRD-K83597974	BRD-K83597974-003-05-7_BBBC022	Pargyline hydrochloride	Prestwick Chemical Inc.	DPWPWRLQFGFJFI-UHFFFAOYSA-N	CHEMBL673	yes			GO:0008131 (inhibits primary amine oxidase activity)	MeSH:D003863 (Depression)	UseClass:8119 (anti-depressant)			
BRD-K84175871-003-02-2	BRD-K84175871	BRD-K84175871-003-02-2_BBBC022	PSEUDOEPHEDRINE HYDROCHLORIDE	MicroSource Discovery Systems Inc.	KWGRBVOPPLSCSI-WCBMZHEXSA-N	CHEMBL1590	yes					UseClass:8094 (vasoconstrictor)			
BRD-K84268861-001-02-1	BRD-K84268861	BRD-K84268861-001-02-1_BBBC022	ETHION	MicroSource Discovery Systems Inc.	RIZMRRKBZQXFOY-UHFFFAOYSA-N		yes					UseClass:8149 (insecticide)			
BRD-K85090592-008-05-2	BRD-K85090592	BRD-K85090592-008-05-2_BBBC022	Pilocarpine nitrate	Prestwick Chemical Inc.	QCHFTSOMWOSFHM-WPRPVWTQSA-N	CHEMBL550	yes		GeneID:1129 (activates CHRM2)	GO:0015464 (activates acetylcholine receptor activity);GO:0004981 (activates muscarinic acetylcholine receptor activity)		UseClass:8134 (miotic)			
BRD-K85119730-001-06-5	BRD-K85119730	BRD-K85119730-001-06-5_BBBC022	TOLBUTAMIDE	Biomol International Inc.	JLRGJRBPOGGCBT-UHFFFAOYSA-N	CHEMBL782	yes			GO:0015272 (inhibits ATP-activated inward rectifier potassium channel activity)	MeSH:D044882 (Glucose Metabolism Disorders)				
BRD-K85307935-236-02-0	BRD-K85307935	BRD-K85307935-236-02-0_BBBC022	NOVOBIOCIN SODIUM	MicroSource Discovery Systems Inc.	YJQPYGGHQPGBLI-KGSXXDOSSA-N		yes	CBPROTID:1000032 (inhibits DNA gyrase B subunit);CBPROTID:1000514 (inhibits DNA topoisomerase II)			MeSH:D016905 (Gram-Negative Bacterial Infections);MeSH:D016908 (Gram-Positive Bacterial Infections)	UseClass:8104 (anti-bacterial)	yes	cellular response to chemical stimulus	
BRD-K85383046-001-02-5	BRD-K85383046	BRD-K85383046-001-02-5_BBBC022	IAA-94	Biomol International Inc.	RNOJGTHBMJBOSP-KRWDZBQOSA-N	CHEMBL1406302	yes			GO:0005254 (inhibits chloride channel activity)					
BRD-K85985071-001-03-3	BRD-K85985071	BRD-K85985071-001-03-3_BBBC022	Ellipticine	Prestwick Chemical Inc.	CTSPAMFJBXKSOY-UHFFFAOYSA-N	CHEMBL123	yes	CBPROTID:1000514 (inhibits DNA topoisomerase II)					yes	cellular response to chemical stimulus	
BRD-K86434416-001-02-7	BRD-K86434416	BRD-K86434416-001-02-7_BBBC022	Deprenyl	Biomol International Inc.	MEZLKOACVSPNER-GFCCVEGCSA-N	CHEMBL972	yes		GeneID:4129 (inhibits MAOB)						
BRD-K86434416-003-03-1	BRD-K86434416	BRD-K86434416-003-03-1_BBBC022	Selegiline hydrochloride	Prestwick Chemical Inc.	MEZLKOACVSPNER-GFCCVEGCSA-N	CHEMBL972	yes		GeneID:4129 (inhibits MAOB)						
BRD-K86873305-236-03-0	BRD-K86873305	BRD-K86873305-236-03-0_BBBC022	Piperacillin sodium salt	Prestwick Chemical Inc.	IVBHGBMCVLDMKU-GXNBUGAJSA-N	CHEMBL702	yes				MeSH:D001424 (Bacterial Infections)	UseClass:8104 (anti-bacterial)			
BRD-K87024524-065-05-2	BRD-K87024524	BRD-K87024524-065-05-2_BBBC022	Phenelzine sulfate	Prestwick Chemical Inc.	RMUCZJUITONUFY-UHFFFAOYSA-N	CHEMBL1089	yes		GeneID:4128 (inhibits MAOA)	GO:0008131 (inhibits primary amine oxidase activity)	MeSH:D003863 (Depression)	UseClass:8119 (anti-depressant);UseClass:8113 (cns agent)			
BRD-K87492696-001-05-8	BRD-K87492696	BRD-K87492696-001-05-8_BBBC022	Sulfameter	Prestwick Chemical Inc.	GPTONYMQFTZPKC-UHFFFAOYSA-N	CHEMBL1200359	yes				MeSH:D001424 (Bacterial Infections)	UseClass:8104 (anti-bacterial)			
BRD-K87827419-001-02-8	BRD-K87827419	BRD-K87827419-001-02-8_BBBC022	MELPHALAN	MicroSource Discovery Systems Inc.	SGDBTWWWUNNDEQ-LBPRGKRZSA-N	CHEMBL852	yes				MeSH:D009101 (Multiple Myeloma);MeSH:D009369 (Neoplasms)	UseClass:8066 (anti-neoplastic)	yes	cellular response to chemical stimulus	
BRD-K87990216-001-03-7	BRD-K87990216	BRD-K87990216-001-03-7_BBBC022	Piretanide	Prestwick Chemical Inc.	UJEWTUDSLQGTOA-UHFFFAOYSA-N	CHEMBL349803	yes		GeneID:6557 (binds SLC12A1)						
BRD-K87991767-001-03-8	BRD-K87991767	BRD-K87991767-001-03-8_BBBC022	UMBELLIFERONE	MicroSource Discovery Systems Inc.	ORHBXUUXSCNDEV-UHFFFAOYSA-N	CHEMBL51628	yes		GeneID:595 (inhibits CCND1)						
BRD-K88090157-050-04-1	BRD-K88090157	BRD-K88090157-050-04-1_BBBC022	Pimethixene maleate	Prestwick Chemical Inc.	NZLVRVYNQYGMAB-UHFFFAOYSA-N	CHEMBL152408	yes		GeneID:3269 (inhibits HRH1)			UseClass:8072 (anti-histamine);UseClass:8088 (bronchodilator);UseClass:8116 (sedative)			
BRD-K88405679-003-01-5	BRD-K88405679	BRD-K88405679-003-01-5_BBBC022	THONZYLAMINE HYDROCHLORIDE	MicroSource Discovery Systems Inc.	GULNIHOSWFYMRN-UHFFFAOYSA-N	CHEMBL1623738	yes					UseClass:8072 (anti-histamine)			
BRD-K88429204-001-05-4	BRD-K88429204	BRD-K88429204-001-05-4_BBBC022	Pyrimethamine	Prestwick Chemical Inc.	WKSAUQYGYAYLPV-UHFFFAOYSA-N	CHEMBL36	yes		GeneID:1719 (inhibits DHFR)		MeSH:D008288 (Malaria);MeSH:D014123 (Toxoplasmosis)	UseClass:8110 (anti-malarial)			
BRD-K88568253-011-03-3	BRD-K88568253	BRD-K88568253-011-03-3_BBBC022	Iproniazide phosphate	Prestwick Chemical Inc.	NYMGNSNKLVNMIA-UHFFFAOYSA-N	CHEMBL92401	yes			GO:0016491 (inhibits oxidoreductase activity)	MeSH:D003863 (Depression)	UseClass:8119 (anti-depressant)			
BRD-K88646909-004-06-3	BRD-K88646909	BRD-K88646909-004-06-3_BBBC022	Arecoline hydrobromide	Prestwick Chemical Inc.	HJJPJSXJAXAIPN-UHFFFAOYSA-N	CHEMBL7303	yes					UseClass:8089 (cardiovascular agent)			
BRD-K88743730-001-01-0	BRD-K88743730	BRD-K88743730-001-01-0_BBBC022	TEGASEROD	MicroSource Discovery Systems Inc.	JWXDRFUZDKKGDV-QXMHVHEDSA-N		yes		GeneID:25324 (activates Htr4);GeneID:3360 (activates HTR4);GeneID:29581 (inhibits Htr2b);GeneID:3357 (inhibits HTR2B)	GO:0007192 (activates activation of adenylate cyclase activity by serotonin receptor signaling pathway)	MeSH:D003248 (Constipation);MeSH:D043183 (Irritable Bowel Syndrome)				
BRD-K88789588-001-03-2	BRD-K88789588	BRD-K88789588-001-03-2_BBBC022	Letrozole	Prestwick Chemical Inc.	HPJKCIUCZWXJDR-UHFFFAOYSA-N	CHEMBL1444	yes				MeSH:D001943 (Breast Neoplasms)	UseClass:8066 (anti-neoplastic);UseClass:8141 (hormonal agent)			
BRD-K89055274-048-04-5	BRD-K89055274	BRD-K89055274-048-04-5_BBBC022	Alverine citrate salt	Prestwick Chemical Inc.	ZPFXAOWNKLFJDN-UHFFFAOYSA-N	CHEMBL253371	yes				MeSH:D013035 (Spasm)	UseClass:8132 (muscle relaxant (spasmolytic))			
BRD-K89125793-001-05-4	BRD-K89125793	BRD-K89125793-001-05-4_BBBC022	Tinidazole	Prestwick Chemical Inc.	HJLSLZFTEKNLFI-UHFFFAOYSA-N	CHEMBL1220	yes				MeSH:D011528 (Protozoan Infections)	UseClass:8108 (anti-protozoal)			
BRD-K89272762-001-04-4	BRD-K89272762	BRD-K89272762-001-04-4_BBBC022	NPPB	Biomol International Inc.	WBSMIPAMAXNXFS-UHFFFAOYSA-N	CHEMBL1256759	yes			GO:0005254 (inhibits chloride channel activity);GO:0004666 (inhibits prostaglandin-endoperoxide synthase activity)					
BRD-K89375097-300-05-4	BRD-K89375097	BRD-K89375097-300-05-4_BBBC022	Pirenzepine dihydrochloride	Prestwick Chemical Inc.	RMHMFHUVIITRHF-UHFFFAOYSA-N	CHEMBL9967	yes		GeneID:1128 (inhibits CHRM1)		MeSH:D010437 (Peptic Ulcer)	UseClass:8125 (gastrointestinal agent)			
BRD-K89669299-001-02-7	BRD-K89669299	BRD-K89669299-001-02-7_BBBC022	PERICIAZINE	MicroSource Discovery Systems Inc.	LUALIOATIOESLM-UHFFFAOYSA-N	CHEMBL251940	yes					UseClass:8118 (anti-psychotic (neuroleptic));UseClass:8117 (tranquilizer)			
BRD-K89704198-001-05-7	BRD-K89704198	BRD-K89704198-001-05-7_BBBC022	Epivincamine	Prestwick Chemical Inc.	RXPRRQLKFXBCSJ-HLAWJBBLSA-N		yes				MeSH:D006973 (Hypertension)	UseClass:8092 (vasodilator)			
BRD-K89732114-001-03-4	BRD-K89732114	BRD-K89732114-001-03-4_BBBC022	TRIFLUOPERAZINE	Biomol International Inc.	ZEWQUBUPAILYHI-UHFFFAOYSA-N	CHEMBL422	yes		GeneID:1813 (inhibits DRD2)	GO:0014065 (affects phosphatidylinositol 3-kinase cascade);GO:0008283 (inhibits cell proliferation);GO:0018105 (inhibits peptidyl-serine phosphorylation);GO:0018107 (inhibits peptidyl-threonine phosphorylation);GO:0006611 (inhibits protein export from nucleus)	MeSH:D014839 (Vomiting)	UseClass:8127 (anti-emetic);UseClass:8118 (anti-psychotic (neuroleptic));UseClass:8117 (tranquilizer)	yes	cellular response to chemical stimulus	
BRD-K89732114-300-05-5	BRD-K89732114	BRD-K89732114-300-05-5_BBBC022	Trifluoperazine dihydrochloride	Prestwick Chemical Inc.	ZEWQUBUPAILYHI-UHFFFAOYSA-N	CHEMBL422	yes		GeneID:1813 (inhibits DRD2)	GO:0014065 (affects phosphatidylinositol 3-kinase cascade);GO:0008283 (inhibits cell proliferation);GO:0018105 (inhibits peptidyl-serine phosphorylation);GO:0018107 (inhibits peptidyl-threonine phosphorylation);GO:0006611 (inhibits protein export from nucleus)	MeSH:D014839 (Vomiting)	UseClass:8127 (anti-emetic);UseClass:8118 (anti-psychotic (neuroleptic));UseClass:8117 (tranquilizer)	yes	cellular response to chemical stimulus	
BRD-K90168339-001-02-9	BRD-K90168339	BRD-K90168339-001-02-9_BBBC022	"DIMETHYL 4,4-o-PHENYLENE-BIS (3-THIOPHANATE)"	MicroSource Discovery Systems Inc.	QGHREAKMXXNCOA-UHFFFAOYSA-N	CHEMBL487187	yes					UseClass:8105 (anti-fungal)			
BRD-K90214371-001-02-0	BRD-K90214371	BRD-K90214371-001-02-0_BBBC022	17-PHENYL-TRINOR-PGE2	Biomol International Inc.	FOBVMYJQWZOGGJ-XYRJXBATSA-N		yes		GeneID:5731 (activates PTGER1)						
BRD-K90524085-001-05-2	BRD-K90524085	BRD-K90524085-001-05-2_BBBC022	MY-5445	Biomol International Inc.	CEHQLKSLMFIHBF-UHFFFAOYSA-N	CHEMBL332898	yes			"GO:0047555 (inhibits 3',5'-cyclic-GMP phosphodiesterase activity)"					
BRD-K91263825-003-03-2	BRD-K91263825	BRD-K91263825-003-03-2_BBBC022	Nortriptyline hydrochloride	Prestwick Chemical Inc.	PHVGLTMQBUFIQQ-UHFFFAOYSA-N	CHEMBL445	yes			GO:0001504 (inhibits neurotransmitter uptake)	MeSH:D003863 (Depression)	UseClass:8119 (anti-depressant);UseClass:8072 (anti-histamine);UseClass:8113 (cns agent);UseClass:8116 (sedative);UseClass:8092 (vasodilator)			
BRD-K91315211-300-02-4	BRD-K91315211	BRD-K91315211-300-02-4_BBBC022	BETAHISTINE HYDROCHLORIDE	MicroSource Discovery Systems Inc.	UUQMNUMQCIQDMZ-UHFFFAOYSA-N	CHEMBL24441	yes				MeSH:D008575 (Meniere Disease)	UseClass:8092 (vasodilator)			
BRD-K91315211-334-02-3	BRD-K91315211	BRD-K91315211-334-02-3_BBBC022	Betahistine mesylate	Prestwick Chemical Inc.	UUQMNUMQCIQDMZ-UHFFFAOYSA-N	CHEMBL24441	yes				MeSH:D008575 (Meniere Disease)	UseClass:8092 (vasodilator)			
BRD-K91317041-001-03-8	BRD-K91317041	BRD-K91317041-001-03-8_BBBC022	HARMALINE	MicroSource Discovery Systems Inc.	QJOZJXNKVMFAET-UHFFFAOYSA-N		yes				MeSH:D010300 (Parkinson Disease)	UseClass:8113 (cns agent)			
BRD-K91317041-310-03-3	BRD-K91317041	BRD-K91317041-310-03-3_BBBC022	Harmaline hydrochloride dihydrate	Prestwick Chemical Inc.	QJOZJXNKVMFAET-UHFFFAOYSA-N		yes				MeSH:D010300 (Parkinson Disease)	UseClass:8113 (cns agent)			
BRD-K91370081-001-04-6	BRD-K91370081	BRD-K91370081-001-04-6_BBBC022	anisomycin	Biomol International Inc.	YKJYKKNCCRKFSL-RDBSUJKOSA-N	CHEMBL423192	yes				MeSH:D007239 (Infection);MeSH:D009181 (Mycoses)	UseClass:8105 (anti-fungal);UseClass:8103 (anti-infective agent);UseClass:8113 (cns agent)	yes	cellular response to chemical stimulus	decreased cell numbers
BRD-K92000912-001-02-7	BRD-K92000912	BRD-K92000912-001-02-7_BBBC022	AM-251	Biomol International Inc.	BUZAJRPLUGXRAB-UHFFFAOYSA-N	CHEMBL285932	yes		GeneID:1268 (inhibits CNR1)						
BRD-K92049597-001-05-9	BRD-K92049597	BRD-K92049597-001-05-9_BBBC022	Triamterene	Prestwick Chemical Inc.	FNYLWPVRPXGIIP-UHFFFAOYSA-N	CHEMBL585	yes				MeSH:D008288 (Malaria)	UseClass:8110 (anti-malarial);UseClass:8153 (diuretic)			
BRD-K92778217-001-06-1	BRD-K92778217	BRD-K92778217-001-06-1_BBBC022	Mefenamic acid	Prestwick Chemical Inc.	HYYBABOKPJLUIN-UHFFFAOYSA-N	CHEMBL686	yes			GO:0004955 (inhibits prostaglandin receptor activity)	MeSH:D007249 (Inflammation);MeSH:D010146 (Pain);MeSH:D012216 (Rheumatic Diseases)	UseClass:8071 (anti-inflammatory)			
BRD-K92860374-001-02-5	BRD-K92860374	BRD-K92860374-001-02-5_BBBC022	"2,4,5-TRICHLOROPHENOXYACETIC ACID"	MicroSource Discovery Systems Inc.	SMYMJHWAQXWPDB-UHFFFAOYSA-N	CHEMBL194458	yes					UseClass:8146 (herbicide)			
BRD-K93197368-001-02-9	BRD-K93197368	BRD-K93197368-001-02-9_BBBC022	PIMPINELLIN	MicroSource Discovery Systems Inc.	BQPRWZCEKZLBHL-UHFFFAOYSA-N	CHEMBL1491809	yes			GO:0016917 (inhibits GABA receptor activity)		UseClass:8145 (plant agent)			
BRD-K93201660-001-04-0	BRD-K93201660	BRD-K93201660-001-04-0_BBBC022	ML7	Biomol International Inc.	GEHJIACZUFWBTK-UHFFFAOYSA-N	CHEMBL249089	yes			GO:0004697 (inhibits protein kinase C activity)					
BRD-K93332168-001-03-2	BRD-K93332168	BRD-K93332168-001-03-2_BBBC022	Isocarboxazid	Prestwick Chemical Inc.	XKFPYPQQHFEXRZ-UHFFFAOYSA-N	CHEMBL1201168	yes		GeneID:4128 (inhibits MAOA)						
BRD-K93461745-001-01-5	BRD-K93461745	BRD-K93461745-001-01-5_BBBC022	BUSPIRONE	Biomol International Inc.	QWCRAEMEVRGPNT-UHFFFAOYSA-N	CHEMBL49	yes		GeneID:3350 (activates HTR1A);GeneID:3350 (binds HTR1A)		MeSH:D001007 (Anxiety)	UseClass:8123 (anti-anxiety);UseClass:8118 (anti-psychotic (neuroleptic));UseClass:8117 (tranquilizer)			
BRD-K93461745-003-03-7	BRD-K93461745	BRD-K93461745-003-03-7_BBBC022	Buspirone hydrochloride	Prestwick Chemical Inc.	QWCRAEMEVRGPNT-UHFFFAOYSA-N	CHEMBL49	yes		GeneID:3350 (activates HTR1A);GeneID:3350 (binds HTR1A)		MeSH:D001007 (Anxiety)	UseClass:8123 (anti-anxiety);UseClass:8118 (anti-psychotic (neuroleptic));UseClass:8117 (tranquilizer)			
BRD-K93524252-001-05-6	BRD-K93524252	BRD-K93524252-001-05-6_BBBC022	Sulfamerazine	Prestwick Chemical Inc.	QPPBRPIAZZHUNT-UHFFFAOYSA-N	CHEMBL438	yes				MeSH:D001424 (Bacterial Infections)	UseClass:8104 (anti-bacterial)			
BRD-K93754473-048-05-3	BRD-K93754473	BRD-K93754473-048-05-3_BBBC022	Tamoxifen citrate	Prestwick Chemical Inc.	NKANXQFJJICGDU-QPLCGJKRSA-N	CHEMBL83	yes		GeneID:2100 (inhibits ESR2)	GO:0030284 (inhibits estrogen receptor activity)	MeSH:D001943 (Breast Neoplasms)	UseClass:8144 (hormone antagonist)			
BRD-K94144010-001-05-5	BRD-K94144010	BRD-K94144010-001-05-5_BBBC022	Cotinine (-)	Prestwick Chemical Inc.	UIKROCXWUNQSPJ-VIFPVBQESA-N	CHEMBL578211	yes				MeSH:D003863 (Depression)	UseClass:8119 (anti-depressant)			
BRD-K94325918-001-02-0	BRD-K94325918	BRD-K94325918-001-02-0_BBBC022	KINETIN RIBOSIDE	MicroSource Discovery Systems Inc.	CAGLGYNQQSIUGX-SDBHATRESA-N	CHEMBL411066	yes		GeneID:894 (inhibits CCND2)	GO:0006915 (activates apoptosis);GO:0007050 (activates cell cycle arrest);GO:0008219 (activates cell death);GO:0001836 (activates release of cytochrome c from mitochondria);GO:0006919 (affects activation of caspase activity);GO:0010467 (affects gene expression);GO:0051881 (affects regulation of mitochondrial membrane potential);GO:0008283 (inhibits cell proliferation);GO:0042089 (inhibits cytokine biosynthetic process);GO:0000086 (inhibits G2/M transition of mitotic cell cycle);GO:0010467 (inhibits gene expression);GO:0016064 (inhibits immunoglobulin mediated immune response)	MeSH:D009369 (Neoplasms)		yes	cellular response to chemical stimulus	
BRD-K94379058-001-02-7	BRD-K94379058	BRD-K94379058-001-02-7_BBBC022	BML-190	Biomol International Inc.	BJSDNVVWJYDOLK-UHFFFAOYSA-N	CHEMBL72631	yes		GeneID:1269 (binds CNR2)						
BRD-K94720315-001-01-3	BRD-K94720315	BRD-K94720315-001-01-3_BBBC022	CHROMOCARB	MicroSource Discovery Systems Inc.	RVMGXWBCQGAWBR-UHFFFAOYSA-N	CHEMBL83628	yes				MeSH:D013035 (Spasm)	UseClass:8132 (muscle relaxant (spasmolytic))			
BRD-K94763113-001-02-5	BRD-K94763113	BRD-K94763113-001-02-5_BBBC022	DIMETHOATE	MicroSource Discovery Systems Inc.	MCWXGJITAZMZEV-UHFFFAOYSA-N	CHEMBL1569524	yes					UseClass:8149 (insecticide)			
BRD-K94887716-001-01-5	BRD-K94887716	BRD-K94887716-001-01-5_BBBC022	1-(3-trifluoromethyl) phenylpiperazine monohydrochloride	Biomol International Inc.	KKIMDKMETPPURN-UHFFFAOYSA-N	CHEMBL274866	yes			GO:0004993 (activates serotonin receptor activity)					
BRD-K94887716-003-02-9	BRD-K94887716	BRD-K94887716-003-02-9_BBBC022	N- (3-TRIFLUOROMETHYLPHENYL)PIPERAZINE HYDROCHLORIDE (TFMPP)	MicroSource Discovery Systems Inc.	KKIMDKMETPPURN-UHFFFAOYSA-N	CHEMBL274866	yes			GO:0004993 (activates serotonin receptor activity)					
BRD-K94979336-001-06-9	BRD-K94979336	BRD-K94979336-001-06-9_BBBC022	IBMX	Biomol International Inc.	APIXJSLKIYYUKG-UHFFFAOYSA-N	CHEMBL275084	yes	CBPROTID:1000343 (inhibits Phosphodiesterase)				UseClass:8092 (vasodilator)			
BRD-K95237249-001-05-9	BRD-K95237249	BRD-K95237249-001-05-9_BBBC022	Probenecid	Prestwick Chemical Inc.	DBABZHXKTCFAPX-UHFFFAOYSA-N	CHEMBL897	yes			GO:0016917 (activates GABA receptor activity)					
BRD-K95309561-001-05-6	BRD-K95309561	BRD-K95309561-001-05-6_BBBC022	Dienestrol	Prestwick Chemical Inc.	NFDFQCUYFHCNBW-SCGPFSFSSA-N	CHEMBL1018	yes					UseClass:8141 (hormonal agent)			
BRD-K95603879-001-03-4	BRD-K95603879	BRD-K95603879-001-03-4_BBBC022	"2,5-ditertbutylhydroquinone"	Biomol International Inc.	JZODKRWQWUWGCD-UHFFFAOYSA-N	CHEMBL480626	yes			GO:0030899 (inhibits calcium-dependent ATPase activity);GO:0001516 (inhibits prostaglandin biosynthetic process)			yes	cellular response to chemical stimulus	
BRD-K96144918-001-02-3	BRD-K96144918	BRD-K96144918-001-02-3_BBBC022	MEAD ACID (20:3 n-9)	Biomol International Inc.	UNSRRHDPHVZAHH-YOILPLPUSA-N		yes				MeSH:D007249 (Inflammation)	UseClass:8071 (anti-inflammatory);UseClass:8073 (immunomodulator)			
BRD-K96163925-001-06-5	BRD-K96163925	BRD-K96163925-001-06-5_BBBC022	Scopoletin	Prestwick Chemical Inc.	RODXRVNMMDRFIK-UHFFFAOYSA-N	CHEMBL71851	yes				MeSH:D013035 (Spasm)	UseClass:8132 (muscle relaxant (spasmolytic))			
BRD-K96670504-001-01-9	BRD-K96670504	BRD-K96670504-001-01-9_BBBC022	LONIDAMINE	MicroSource Discovery Systems Inc.	DGRMEXOCSJEPGJ-UHFFFAOYSA-N	CHEMBL3276579	yes					UseClass:8142 (contraceptive)			
BRD-K97158071-001-05-8	BRD-K97158071	BRD-K97158071-001-05-8_BBBC022	Droperidol	Prestwick Chemical Inc.	RMEDXOLNCUSCGS-UHFFFAOYSA-N	CHEMBL1108	yes				MeSH:D014839 (Vomiting)	UseClass:8127 (anti-emetic);UseClass:8116 (sedative)			
BRD-K97181089-310-03-0	BRD-K97181089	BRD-K97181089-310-03-0_BBBC022	Amiloride hydrochloride dihydrate	Prestwick Chemical Inc.	XSDQTOBWRPYKKA-UHFFFAOYSA-N	CHEMBL945	yes		GeneID:5328 (inhibits PLAU)	GO:0006816 (inhibits calcium ion transport);GO:0008332 (inhibits low voltage-gated calcium channel activity);GO:0006814 (inhibits sodium ion transport)		UseClass:8153 (diuretic);UseClass:8133 (smooth muscle relaxant)			
BRD-K97309399-001-02-9	BRD-K97309399	BRD-K97309399-001-02-9_BBBC022	THIOTHIXENE	MicroSource Discovery Systems Inc.	GFBKORZTTCHDGY-UWVJOHFNSA-N;GFBKORZTTCHDGY-UFWORHAWSA-N	CHEMBL1201	yes					UseClass:8118 (anti-psychotic (neuroleptic));UseClass:8116 (sedative)			
BRD-K97399794-335-03-1	BRD-K97399794	BRD-K97399794-335-03-1_BBBC022	Quercetine dihydrate	Prestwick Chemical Inc.	REFJWTPEDVJJIY-UHFFFAOYSA-N	CHEMBL50	yes				MeSH:D007249 (Inflammation);MeSH:D009369 (Neoplasms)	UseClass:8071 (anti-inflammatory);UseClass:8066 (anti-neoplastic);UseClass:8138 (flavonoid);UseClass:8136 (vitamin)			
BRD-K97530723-001-07-6	BRD-K97530723	BRD-K97530723-001-07-6_BBBC022	Melatonin	Prestwick Chemical Inc.	DRLFMBDRBRZALE-UHFFFAOYSA-N	CHEMBL45	yes			GO:0006915 (inhibits apoptosis);GO:0004517 (inhibits nitric-oxide synthase activity)	MeSH:D009369 (Neoplasms)	UseClass:8066 (anti-neoplastic)			
BRD-K97564742-050-05-3	BRD-K97564742	BRD-K97564742-050-05-3_BBBC022	Pyrilamine maleate	Prestwick Chemical Inc.	YECBIJXISLIIDS-UHFFFAOYSA-N	CHEMBL511	yes					UseClass:8072 (anti-histamine)			
BRD-K97746869-001-05-6	BRD-K97746869	BRD-K97746869-001-05-6_BBBC022	Chlorpropamide	Prestwick Chemical Inc.	RKWGIWYCVPQPMF-UHFFFAOYSA-N	CHEMBL498	yes				MeSH:D006943 (Hyperglycemia)				
BRD-K97799481-001-02-0	BRD-K97799481	BRD-K97799481-001-02-0_BBBC022	THEOPHYLLINE	MicroSource Discovery Systems Inc.	ZFXYFBGIUFBOJW-UHFFFAOYSA-N	CHEMBL190	yes		GeneID:5141 (inhibits PDE4A);GeneID:5142 (inhibits PDE4B);GeneID:8654 (inhibits PDE5A)	"GO:0001609 (inhibits adenosine receptor activity, G-protein coupled)"	MeSH:D001249 (Asthma)	UseClass:8078 (anti-asthmatic);UseClass:8133 (smooth muscle relaxant)			
BRD-K98174813-001-05-7	BRD-K98174813	BRD-K98174813-001-05-7_BBBC022	Chlorzoxazone	Prestwick Chemical Inc.	TZFWDZFKRBELIQ-UHFFFAOYSA-N	CHEMBL1371	yes					UseClass:8132 (muscle relaxant (spasmolytic))			
BRD-K98530306-001-02-1	BRD-K98530306	BRD-K98530306-001-02-1_BBBC022	clonidine	Biomol International Inc.	GJSURZIOUXUGAL-UHFFFAOYSA-N	CHEMBL134	yes			GO:0004938 (activates alpha2-adrenergic receptor activity)	MeSH:D006973 (Hypertension)	UseClass:8091 (anti-hypertensive)			
BRD-K98530306-003-05-0	BRD-K98530306	BRD-K98530306-003-05-0_BBBC022	Clonidine hydrochloride	Prestwick Chemical Inc.	GJSURZIOUXUGAL-UHFFFAOYSA-N	CHEMBL134	yes			GO:0004938 (activates alpha2-adrenergic receptor activity)	MeSH:D006973 (Hypertension)	UseClass:8091 (anti-hypertensive)			
