siRNA Primer	Gene Identifier	Gene Symbol	siRNA Hit	Phenotype 1	Term Source Accession 1	Ontology Term Name 1	Phenotype 2	Term Source Accession 2	Ontology Term Name 2	Phenotype 3	Term Source Accession 3	Ontology Term Name 3	Phenotype 4	Term Source Accession 4	Ontology Term Name 4	Phenotype 5	Term Source Accession 5	Ontology Term Name 5	Phenotype 6	Term Source Accession 6	Ontology Term Name 6	Phenotype 7	Term Source Accession 7	Ontology Term Name 7	Phenotype 8	Term Source Accession 8	Ontology Term Name 8	Phenotype 9	Term Source Accession 9	Ontology Term Name 9	Phenotype 10	Term Source Accession 10	Ontology Term Name 10	Phenotype 11	Term Source Accession 11	Ontology Term Name 11	Phenotype 12	Term Source Accession 12	Ontology Term Name 12	Phenotype 13	Term Source Accession 13	Ontology Term Name 13	Phenotype 14	Term Source Accession 14	Ontology Term Name 14	Phenotype 15	Term Source Accession 15	Ontology Term Name 15	Phenotype 16	Term Source Accession 16	Ontology Term Name 16	Phenotype 17	Term Source Accession 17	Ontology Term Name 17	Phenotype 18	Term Source Accession 18	Ontology Term Name 18	Phenotype 19	Term Source Accession 19	Ontology Term Name 19	Phenotype 20	Term Source Accession 20	Ontology Term Name 20	Phenotype 21	Term Source Accession 21	Ontology Term Name 21	Phenotype 22	Term Source Accession 22	Ontology Term Name 22	Phenotype 23	Term Source Accession 23	Ontology Term Name 23	Phenotype 24	Term Source Accession 24	Ontology Term Name 24	Phenotype 25	Term Source Accession 25	Ontology Term Name 25	Phenotype 26	Term Source Accession 26	Ontology Term Name 26
DRSC07120	FBgn0086895	pea	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament													increased nuclear actin	CMPO_0000294	increased actin localised to the nucleus																									decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC10847	FBgn0087035	AGO2	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC12506	FBgn0250732	gfzf	yes	decreased cell size	CMPO_0000129	decreased cell size phenoptype																																																																											
DRSC12186	FBgn0250746	Prosbeta7	yes	decreased cell size	CMPO_0000129	decreased cell size phenoptype				cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC11285	FBgn0250791	Snap	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC03401	FBgn0250843	Pros35	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC19809	FBgn0259166	CG42271	yes																																																							decreased level of microtubules	CMPO_0000068	decreased number of microtubules																					
DRSC05680	FBgn0259211	grh	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC17114	FBgn0259214	PMCA	yes																															Increased level of actin	CMPO_0000105	increased number of actin filament																microtubules disorganised	CMPO_0000147	disorganized microtubules phenotype																									multiple layers of cells	CMPO_0000282	layered cells in population
DRSC17154	FBgn0259214	PMCA	yes																															Increased level of actin	CMPO_0000105	increased number of actin filament																microtubules disorganised	CMPO_0000147	disorganized microtubules phenotype																									multiple layers of cells	CMPO_0000282	layered cells in population
DRSC10329	FBgn0259232	CG42330	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC10066	FBgn0259679	CG42348	yes	decreased cell size	CMPO_0000129	decreased cell size phenoptype							cell shape round or non-adherent	CMPO_0000118	round cell																																																										decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC11270	FBgn0260441	RpS12	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC11300	FBgn0260442	rhea	yes	decreased cell size	CMPO_0000129	decreased cell size phenoptype							cell shape round or non-adherent	CMPO_0000118	round cell																																																										decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC11404	FBgn0260635	th	yes																																																																			no cells	CMPO_0000301	no cells phenotype									
DRSC18120	FBgn0260658	CG42541	yes																																																																			no cells	CMPO_0000301	no cells phenotype									
DRSC12653	FBgn0260723	CG42550	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC10088	FBgn0260857	Bet1	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC17970	FBgn0260858	Ykt6	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																									increased cytoplasmic actin	CMPO_0000296	increased actin localised to the cytoplasm	decreased peripheral actin	CMPO_0000273	decreased cortical actin cytoskeleton mass																																		loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC15965	FBgn0260946	exo84	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC20839	FBgn0260987	vtd	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC07560	FBgn0261014	TER94	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC15611	FBgn0261053	Cad86C	yes																																																							decreased level of microtubules	CMPO_0000068	decreased number of microtubules																					
DRSC11182	FBgn0261283	HLH106	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC16062	FBgn0261380	mRpL37	yes	decreased cell size	CMPO_0000129	decreased cell size phenoptype																									decreased level of actin	CMPO_0000106	decreased number of actin filament																															increased number of multinucleate cells	CMPO_0000300	more multinucleate cells															
DRSC07679	FBgn0261385	scra	yes				increased cell size	CMPO_0000128	increased cell size phenotype																																																							increased number of multinucleate cells	CMPO_0000300	more multinucleate cells															
DRSC04644	FBgn0261394	Pros29	yes																																																																			no cells	CMPO_0000301	no cells phenotype									
DRSC03318	FBgn0261396	Rpn3	yes																																																																			no cells	CMPO_0000301	no cells phenotype									
