Plate	Well	Plate_Well	Gene Identifier	Gene Symbol	Regulatory Hub	Nearest Human Homologue	Gene Name	Gene Model Status	Gene Symbol Synonyms	Severity of Adhesion Defect in Primary Screen	Severity of Adhesion Defect in Secondary Screen	Severity of Adhesion Defect in Secondary Screen (average of both repeats)	Has Phenotype	Phenotype Annotation Level	Phenotype 1
Secondary_007b	E8	Secondary_007b_E8	CG17477	CG17477	Peptidase proteins	TMPRSS11	CG17477	Current	chymotrypsin-type peptidase SPH174	2	1.33	2	yes	gene	defective cell-cell aggregation
Secondary_007b	E9	Secondary_007b_E9	CG17876	Amy-d	Metabolism-related pathways	"AMY1A/B/C,AMY2A/B"	Amylase distal	Current	Amylase alpha-amylase alpha-amylase distal alpha-Amylase amylase Amylase-B Amy1 amy-d AmyD amy CG17876 amyB(3) alpha-AMY AMY Amy6 AmyB Amy(d) Amy Amy3 Amy-distal alphaAmy	2.67	1.33	1.67	yes	gene	defective cell-cell aggregation
Secondary_007b	F1	Secondary_007b_F1	CG18646	rad	N/A	RAP1GAP	radish	Current	CG4368 CG42629 CG44424 CG4346 CG42628 rsh CG15720 CG18646 radish	2.33	1	1			
Secondary_007b	F10	Secondary_007b_F10	CG5809	CaBP1	N/A	PDIA6	calcium-binding protein 1	Current	CaBP1 AAL28897 CG5809 DmCaBP1 BG:DS09218.4	2.33	1.33	1.17			
Secondary_007b	F11	Secondary_007b_F11	CG12396	Nnp-1	Dropped	RRP1	Nnp-1	Current	Nnp1 Nnp1 l(2)k07826 NNP-1 CG12396 nnp-1	3	1.67	2.33			
Secondary_007b	F12	Secondary_007b_F12	CG11198	ACC	Metabolism-related pathways	ACACA/B	Acetyl-CoA carboxylase	Current	acetyl-coenzyme A carboxylase Acetyl-CoA carboxylase Acetyl CoA carboxylase acetyl coA carboxylase acetyl CoA carboxylase acetyl-CoA carboxylase acetyl coenzyme A carboxylase ACC CG11198 dACC A1Z784_DROME CG8723 DmACC FBgn0043811	1.67	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_007b	F2	Secondary_007b_F2	CG18599	CG18599	N/A	EMX2	CG18599	Current		3.33	1	1			
Secondary_007b	F3	Secondary_007b_F3	CG33277	CG42458	Other pathways	HNRNPC/L1	CG33277	Current	CG33277 CG33279 CG33277 cg18656 CG18656 CG33279	1	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_007b	F4	Secondary_007b_F4	CG18497	spen	Nuclear-associated pathways	SPEN	split ends	Current	yippee interacting protein 1 Split ends split-ends polycephalon Splitends rhinoceros EK2-9 poc Spen CG18497 l(2)k07612 136/24 l(2)k08102 E(Sev-CycE)2A spe l(2)k06805 EY2-7 BcDNA:GM01870 En(yan[ACT])2-7 Splitends yip1 E(E2F)2A E(Raf)2A SPEN l(2)03350 rno	1.67	2.33	2.17	yes	gene	defective cell-cell aggregation
Secondary_007b	F5	Secondary_007b_F5	CG3193	crn	Other pathways	CRNKL1	crooked neck	Current	yolky CG18842 N10 CG3193 Crn l(1)2Fa EG:30B8.1 l(1)2 RC63 l(1)N7 N5 l(1)CRN 62D9.a l(1)crn l30 yok	1.67	2	1.83	yes	gene	defective cell-cell aggregation
Secondary_007b	F6	Secondary_007b_F6	CG3981	Unc-76	Trafficking pathways	Fez1/2	Unc-76	Current	l(1)G0310 BcDNA:GH10260 l(1)G0066 CG3981 Dunc-76 l(1)G0333 unc-76 UNC-76 l(1)G0158 CG18851 EG:67A9.1 l(1)G0360	1	1.33	1.67	yes	gene	defective cell-cell aggregation
Secondary_007b	F7	Secondary_007b_F7	CG9539	Sec61alpha	Trafficking pathways	SEC61A	Sec61alpha	Current	E(br)165 Sec61alpha effector for neural death and degeneration 2 sec61 Sec61-alpha E(br)165 Sec61a CG9539 dSec61alpha anon-WO0118547.195 endd2 anon-WO0118547.277 Sec61 DSec61alpha BcDNA:LD29847 Sec61alpha SEC61-alpha LD29847 l(2)k04917 BEST:LD29847 SEC61ALPHA 0455 sec61alpha	3.67	4	4	yes	gene	defective cell-cell aggregation
Secondary_007b	F8	Secondary_007b_F8	CG11012	Ugt37a1	Metabolism-related pathways	UDP-glucuronosyltransferase family	UDP-glycosyltransferase 37a1	Current	DmeUgt37a1 38C.41 CG11012 DmUgt37a1	2	2	1.67	yes	gene	defective cell-cell aggregation
Secondary_007b	F9	Secondary_007b_F9	CG6699	beta'Cop	Trafficking pathways	beta'-coatomer	"beta'-coatomer protein,"	Current	beta'-coatomer protein COPI beta' subunit CG6699 beta'COP dbeta'COP beta'Cop beta'-COP COPIbeta	3.33	4	3.83	yes	gene	defective cell-cell aggregation
Secondary_007b	G1	Secondary_007b_G1	CG30295	Ipk1	N/A	IPPK	Ipk1	Current	dmIpk1 CG15228 CG15229 CG15230 CG30295	1.67	1	1			
Secondary_007b	G10	Secondary_007b_G10	CG8993	CG8993	N/A	TXN2	CG8993	Current	thioredoxin 8993	1.67	1	1			
Secondary_007b	G11	Secondary_007b_G11	CG34099	Mkp	Kinases and Phosphatases	DUSP19	MAP kinase-specific phosphatase	Current	MAP kinase phosphatase mkp MKP CG7042 DMKP CG34099		2	1.67	yes	gene	defective cell-cell aggregation
Secondary_007b	G12	Secondary_007b_G12	CG14993	Faa	N/A	FAH	Fumarylacetoacetase	Current	l(3)64Al dfaa l(3)SH11 CG14993	1.67	1	1			
Secondary_007b	G2	Secondary_007b_G2	CG8171	dup	N/A	CDT1	double parked	Current	female sterile(2)51Fa double-parked speckled Double Parked doubleparked lethal(2)51Ec double parked double park Double parked Double-parked fs(2)ltoPA77 l(2)k03308 fs(2)PA77 DUP cdt1 CDT1/DUP l(2)51Ec 19k Cdt1 fs(2)51Fa cdt1/dup CDT1 Dup anon-WO0257455.31 CG8171 DUP/CDT1	3	1	1			
Secondary_007b	G3	Secondary_007b_G3	CG33458	CG33458	N/A	PRSS48	CG33458	Current		1.67	1	1			
Secondary_007b	G4	Secondary_007b_G4	CG15081	l(2)03709	N/A	PHB2	lethal (2) 03709	Current	CG15081 anon-WO0118547.157 anon-WO02079478.4 l (2) 03709	2.33	1.33	1.17			
Secondary_007b	G5	Secondary_007b_G5	CG9406	CG9406	Uncharacterized proteins	EFCAB2	CG9406	Current		2.67	1.67	2	yes	gene	defective cell-cell aggregation
Secondary_007b	G6	Secondary_007b_G6	CG3215	CG3215	Metabolism-related pathways	GPD1	CG3215	Current	gpdh-2	2	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_007b	G7	Secondary_007b_G7	CG10079	Egfr	Kinases and Phosphatases	EGFR	Epidermal growth factor receptor	Current	morphological defects 1 DER-Ellipse Epidermal growth factor Receptor EGF-receptor Epidermal Growth Factor Receptor EGFR Torpedo EGF Receptor torpedo Drosophila epidermal growth factor receptor homologue EGF receptor torpedo/DER Egf receptor Ellipse torpedo Ellipse faint little ball epidermal growth factor receptor DER l(2)05351 DER1 DEgfr mor1 top/flb DER/EGFR DER/faint little ball EGFR egfr Elp-1 El DEGFR dEgfr EK2-6 DER/top l(2)57EFa dEGFR EgfR CG10079 Torpedo/DER DmHD-33 torpedo/Egfr Elp-B1RB1 der DER flb l(2)57Ea dEGFR1 l(2)57DEFa DER/torpedo Egf-r EGF-R Elp HD-33 EFG-R l(2)09261 Torpedo/Egfr c-erbB Elp-B1 D-EGFR Der top/DER D-Egf TOP torpedo/egfr EGFr EGfr dEGFr C-erb flb d-egf-r top Egf Degfr		1.67	1.83	yes	gene	defective cell-cell aggregation
Secondary_007b	G8	Secondary_007b_G8	CG30185	CG30185	N/A	EEF1E1	CG30185	Current	CG5365 anon-EST:Posey25	1.67	1	1.17			
Secondary_007b	G9	Secondary_007b_G9	CG1211		N/A	TTPAL	CG33966			1.67	1	1			
Secondary_007b	H1	Secondary_007b_H1	CG18315	Aprt	Metabolism-related pathways	APRT	Adenine phosphoribosyltransferase	Current	Adenine Phosphoribosyltransferase CG18315 CG18315 aprt BcDNA:LP07986	2	1.33	2	yes	gene	defective cell-cell aggregation
Secondary_007b	H10	Secondary_007b_H10	CG9697	PGRP-SB2	Other pathways	PGLYRP4	PGRP-SB2	Current	PGRP-SB CG9697	2.33	2.33	2.17	yes	gene	defective cell-cell aggregation
Secondary_007b	H11	Secondary_007b_H11	CG33054	CG33054	Metabolism-related pathways	OARD1	CG33054	Current	CG10517 CG10167	2	2.33	2.17	yes	gene	defective cell-cell aggregation
Secondary_007b	H12	Secondary_007b_H12	CG6658	Ugt86Di	Metabolism-related pathways	UGT1/2	Ugt86Di	Current	CG6658 AC 006491I	1.67	2	2.17	yes	gene	defective cell-cell aggregation
Secondary_007b	H2	Secondary_007b_H2	CG12012	CG12012	N/A	BRI3	CG12012	Current		1.67	1	1			
Secondary_007b	H3	Secondary_007b_H3	CG32412	QC	Metabolism-related pathways	QPCT	Glutaminyl cyclase	Current	CG10487 DromeQC CG32412	1.67	2.33	2.83	yes	gene	defective cell-cell aggregation
Secondary_007b	H4	Secondary_007b_H4	CG32343	Atac3	Nuclear-associated pathways	GABPB1/2	Ada2a-containing complex component 3	Current	ATAC complex component 3 CG32343 cg6994 dATAC3 CG6994	3	1.67	2	yes	gene	defective cell-cell aggregation
Secondary_007b	H5	Secondary_007b_H5	CG5690	Cnb	N/A	CNTROB	Centrobin	Current	centrobin cDNA C anon-62BCa cnb CG5690	1.67	1	1			
Secondary_007b	H6	Secondary_007b_H6	CG32335	CG32335	N/A	PTD012	CG32335	Current	BcDNA:RE72485	2	1	1			
Secondary_007b	H7	Secondary_007b_H7	CG13920	CG13920	N/A	TMEM35	CG13920	Current	CK00246 BEST:CK00246	1.67	1	1			
Secondary_007b	H8	Secondary_007b_H8	CG33061	CG33061	"Channels, permeases, and transporters"	TMEM38A/B	CG33061	Current	CG13057	2	2.67	2.33	yes	gene	defective cell-cell aggregation
Secondary_007b	H9	Secondary_007b_H9	CG32201	CG32201	Metabolism-related pathways	P4HA1/2/3	CG32201	Current	CG18230 CG13382	1.67	2.33	2.33	yes	gene	defective cell-cell aggregation
Secondary_008a	A1	Secondary_008a_A1	CG10050	CG10050	Uncharacterized proteins	DTWD2	CG10050	Current		2.33	1.33	1.67	yes	gene	defective cell-cell aggregation
Secondary_008a	A10	Secondary_008a_A10	CG2968	l(1)G0230	Dropped	ATP5D	lethal (1) G0230	Current	ATP synthase Delta chain F0/F1 ATP synthase Delta CG2968 l (1) G0230 ATP5D anon-WO03040301.110 anon-WO03040301.109	1.67	3.67	3.17			
Secondary_008a	A11	Secondary_008a_A11	CG14226	dome	N/A	N/A	domeless	Current	master of marelle verstopft Dome receptor Domeless DOMELESS DOME mom l(1)G0218 vsp l(1)G0367 anon-18DEb CT33841 l(1)G0282 l(1)G0468 l(1)G0441 l(1)G0264 l(1)G0217 Dome l(1)G0405 142932_at CG14226 l(1)G0321	1.67	1	1			
Secondary_008a	A12	Secondary_008a_A12	CG8198	l(1)G0136	N/A	ISCA1	lethal (1) G0136	Current	BcDNA:AT26381 CG8198	2.67	1	1			
Secondary_008a	A2	Secondary_008a_A2	CG9363	GstZ2	Metabolism-related pathways	GSTZ1	Glutathione S transferase Z2	Current	CG9363 cg9363 gstz2	2	1.33	1.67	yes	gene	defective cell-cell aggregation
Secondary_008a	A3	Secondary_008a_A3	CG1168	7B2	Other pathways	SCG5	7B2	Current	FBgn0040073 d7B2 CG1168	2.33	1.33	1.67	yes	gene	defective cell-cell aggregation
Secondary_008a	A4	Secondary_008a_A4	CG9839	CG9839	N/A	PGBD4	CG9839	Current		2.67	1	1			
Secondary_008a	A5	Secondary_008a_A5	CG7000	Snmp1	Other pathways	SCARB1	Sensory neuron membrane protein 1	Current	Sensory Neuron Membrane Protein sensory neuron membrane protein Sensory neuron membrane protein CG7000 SNMP snmp1 snmp Snmp SNMP1 CG7000	2	3	2.67	yes	gene	defective cell-cell aggregation
Secondary_008a	A6	Secondary_008a_A6	CG6056	AP-2sigma	Trafficking pathways	AP-2\xcf\x83	"Adaptor Protein complex 2, sigma subunit"	Current	AP-2sigma AP-2sigma sigma2 CG6056 AP2 cg6056 aps2 AP-2 sigma	1.67	2	1.67	yes	gene	defective cell-cell aggregation
Secondary_008a	A7	Secondary_008a_A7	CG12632	fd3F	Nuclear-associated pathways	N/A	forkhead domain 3F	Current	Forkhead domain 3F CG32779 fd3f CG15238 CG18771 CG12632 CG44123	1.67	3.33	3.33	yes	gene	defective cell-cell aggregation
Secondary_008a	A8	Secondary_008a_A8	CG2934	VhaAC39-1	"Channels, permeases, and transporters"	ATP6V0D1	Vacuolar H[+] ATPase AC39 subunit 1	Current	V-ATPase V0 d subunit Vacuolar H[+] ATPase subunit AC39-1 Vacuolar H[+]-ATPase C39 subunit VhaAC39 vacuolar ATPsintase subunit 1 Vhaac39 ATP6V0D1 anon-EST:GressD5 VhaAC39 CG2934 vhaAC39 vhaAC39-1	3	1.33	1.67	yes	gene	defective cell-cell aggregation
Secondary_008a	A9	Secondary_008a_A9	CG3740	CG3740	N/A	C19orf12	CG3740	Current	EG:171E4.4	3.67	1	1.17			
Secondary_008a	B1	Secondary_008a_B1	CG4178	Lsp1beta	N/A	N/A	Larval serum protein 1 beta	Current	larval serum protein 1beta Larval serum protein 1 beta Larval serum protein 1[beta] LSP1 Lsp1 LSP-1 Lsp1b Lsp1beta Lsp-1b Lsp-1beta LSP-1beta Lsp1[beta] CG4178 LSP-1 beta LSP 1 Lsp1-beta DmeLSP1b LSP1beta	2	1	1			
Secondary_008a	B10	Secondary_008a_B10	CG9555	CG9555	Uncharacterized proteins	N/A	CG9555	Current		1.67	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_008a	B11	Secondary_008a_B11	CG4454	borr	N/A	N/A	borealin-related	Current	Borealin borealin Borealin-related borr Bor dBor Borr CG4454	2.33	1	1			
Secondary_008a	B12	Secondary_008a_B12	CG13108	CG13108	Uncharacterized proteins	N/A	CG13108	Current		1.67	2.33	2.17	yes	gene	defective cell-cell aggregation
Secondary_008a	B2	Secondary_008a_B2	CG5139	CG5139	N/A	N/A	CG5139	Current		2	1.33	1.17			
Secondary_008a	B3	Secondary_008a_B3	CG13949	CG13949	N/A	N/A	CG13949	Current	BcDNA:AT06839	1.67	1	1			
Secondary_008a	B4	Secondary_008a_B4	CG11555	CG11555	Uncharacterized proteins	N/A	CG11555	Current	anon-21Ca anon-21Ca	3	2	1.83	yes	gene	defective cell-cell aggregation
Secondary_008a	B5	Secondary_008a_B5	CG31962	Sr-CIII	N/A	MAMDC4	"Scavenger receptor class C, type III"	Current	Scavenger Receptor CG31962 dSR-CIII SR-CIII	1.67	1	1			
Secondary_008a	B6	Secondary_008a_B6	CG11767	Or24a	Other pathways	N/A	Odorant receptor 24a	Current	Olfactory receptor 24D.1 Or24D.1 CG11767 DOR24D.1 DOR48 24D.1 24a	2	2.33	2	yes	gene	defective cell-cell aggregation
Secondary_008a	B7	Secondary_008a_B7	CG18269	CG18269	Uncharacterized proteins	N/A	CG18269	Current		1.67	2	2	yes	gene	defective cell-cell aggregation
Secondary_008a	B8	Secondary_008a_B8	CG10800	Rca1	Other pathways	N/A	Regulator of cyclin A1	Current	regulator of cyclin A regulator of Cyclin A Regulator of Cyclin A 1 Suppressor of rux 2A CLD4 CG10800 FBXO5 S(rux)2A P3300 152549_at Emi1 rca1 l(2)03300 RCA1	2	2.67	2.67	yes	gene	defective cell-cell aggregation
Secondary_008a	B9	Secondary_008a_B9	CG14005	CG14005	N/A	N/A	CG14005	Current		1.67	1	1			
Secondary_008a	C1	Secondary_008a_C1	CG3722	shg	Adherens junction pathways	E-cadherin	shotgun	Current	De-cadherin dE-Cadherin Cadherin-E DCAD2 epithelial cadherin Cadherin DE-cad D-cadherin DE-cadherin Shotgun/E-cadherin Shotgun DEcad D-Ecadherin eta-catenin de-cadherin dE-cadherin Drosophila E-Cadherin DE-Cadherin DE Cadherin e-cadherin E-cadherin Drosophila epithelial cadherin Drosophila E-cadherin compaction defects 5 DE cadherin ECadherin Ecadherin cadherin DE-CADHERIN E-Cadherin DE-cadherin/Shotgun DEcadherin l(2)10469 cadh DE Cad Ecad l(2)k03401 ECadh Cad E-Cadherin cad CG3722 DEC E-CAD de-cad ECad2 ECAD DE-CAD2 E-cad DE DECadh N-cad com5 DE-cadherin l(2)k10220 Cadh DE[cyto] DEcad Shg gp150 DE-Cad CT12481 DECad dEcad DE Cadh ECad DE-Cadherin DCAD E-cadherin DCad2 CADH D-CAD2 DE-Cad2 e-cad E-Cad DE-Cadh DE-cadh D-cad DCad shg/DE-Cad DCAD2 CadE DE-CAD DE-cad D E-cad	2.33		4	yes	gene	defective cell-cell aggregation
Secondary_008a	C10	Secondary_008a_C10	CG33310	CG33310	N/A	ATP1B1	CG33310	Uncertain	BG:DS00929.6 CG15274	1.67	1	1			
Secondary_008a	C11	Secondary_008a_C11	CG31775	CG31775	N/A	N/A	CG31775	Current	BcDNA:RH25462 BcDNA:LP08165 BG:DS00810.2 BcDNA:RE38252	1.67	1.33	1.17			
Secondary_008a	C12	Secondary_008a_C12	CG31733	ms(2)35Ci	Uncharacterized proteins	N/A	male sterile (2) 35Ci	Current	ms(2)35Ci male sterile(2)46AB NEST:bs29a09 BcDNA:AT28918 ms(2)02316 ms(2)46AB CG31733	1.67	2	1.67	yes	gene	defective cell-cell aggregation
Secondary_008a	C2	Secondary_008a_C2	CG11579	arm	Adherens junction pathways	beta-catenin	armadillo	Current	catenin Beta-catenin/Arm b-catenin Armadillo(Arm)/beta-catenin Armadillo beta-Catenin Armadillo/beta-catenin Beta-catenin Armadillo/bgr;-catenin betacatenin bgr;-catenin beta-catenin beta-catenin/Armadillo beta-catenin/Arm beta-cat-arm l(1)arm l(1)G0192 beta-Cat Arm EG:86E4.6 betacat Dm Arm t12687 ALR Dm ARM l(1)G0410 beta-cat l(1)2Bv l(1)G0234 CG11579 bgr;-Cat	3.67	4	4	yes	gene	defective cell-cell aggregation
Secondary_008a	C3	Secondary_008a_C3	CG17947	alpha-Cat	Adherens junction pathways	alpha-catenin	alpha Catenin	Current	alpha catenin DalphaCatenin alpha Catenin Dalpha-Catenin alpha-catenin alpha-Catenin alphaCatenin a-catenin D-alpha-catenin Dalpha-cadherin Dalpha-catenin Dalphacatenin alphacatenin alpha-ctn Dmcatp CG17947 DalphaC alphaCat Dalpha-Cat a-Cat alpha-Cat alpha-catenin Dalpha-cat a-cat CT39986 alpha-cat alpha-CAT Dalphacat LD30423p alphaCAT alphacat	3	2.67	2.67	yes	gene	defective cell-cell aggregation
Secondary_008a	C4	Secondary_008a_C4	CG17116	Lip2	Metabolism-related pathways	LIPF	Lipase 2	Current	lipase 2 lip2 Dmlip2 CG17116	2	3	3	yes	gene	defective cell-cell aggregation
Secondary_008a	C5	Secondary_008a_C5	CG14068	dpr2	Other pathways	immunoglobulin l chain	dpr2	Current	dpr2 BP1042 Dpr-2 Dpr2 CG14068 CT33638 CG33507 BP1042 CG14067	1.67	3	2.83	yes	gene	defective cell-cell aggregation
Secondary_008a	C6	Secondary_008a_C6	CG5739	CG34159	Uncharacterized proteins	FAM195A	CG5739	Current	CG5739	1.67	2	1.67			
Secondary_008a	C7	Secondary_008a_C7	CG18789	CG18789	Uncharacterized proteins	N/A	CG18789	Current		1.67	2.67	2.67	yes	gene	defective cell-cell aggregation
Secondary_008a	C8	Secondary_008a_C8	CG18787	CG18787	Uncharacterized proteins	N/A	CG18787	Current		1.67	2.67	2.67	yes	gene	defective cell-cell aggregation
Secondary_008a	C9	Secondary_008a_C9	CG9305	CG9305	Dropped	BDP1	CG9305	Current	Bdp1	2	1	1.67			
Secondary_008a	D1	Secondary_008a_D1	CG31824	CR31824	N/A	N/A	REMOVED	Current	CG18629 CG31824	1.67	1	1			
Secondary_008a	D10	Secondary_008a_D10	CG16836	CG16836	N/A	N/A	CG16836	Current		3.33	1	1.17			
Secondary_008a	D11	Secondary_008a_D11	CG5785	thr	N/A	N/A	three rows	Current	anarchist three row fragmented gonads 1 Three rows CG5785 anch frag1 Thr THR ana	2.67	1	1.17			
Secondary_008a	D12	Secondary_008a_D12	CG13550	Ice1	Dropped	N/A	Interacts with the C terminus of ELL 1	Current	CG13550	2.33	1.33	1.67			
Secondary_008a	D2	Secondary_008a_D2	CG13081	CG13081	N/A	N/A	CG13081	Current		1.67	1	1			
Secondary_008a	D3	Secondary_008a_D3	CG14398		N/A	ASIC2	CG14398			1.67	1	1			
Secondary_008a	D4	Secondary_008a_D4	CG2611	CG2611	Uncharacterized proteins	TMEM230	CG2611	Current	38D.27	1.67	3	3	yes	gene	defective cell-cell aggregation
Secondary_008a	D5	Secondary_008a_D5	CG15237	CG15237	Nuclear-associated pathways	N/A	CG15237	Current		2.33	2.67	1.83	yes	gene	defective cell-cell aggregation
Secondary_008a	D6	Secondary_008a_D6	CG12165	Incenp	Nuclear-associated pathways	Incenp	Inner centromere protein	Current	Inner Centromere Protein maternal effect early arrest C inner centromere protein DmINCENP CG12165 INCENP anon-WO0118547.171 mat(2)earlyQA26 mat(2)ea-C dIncenp incenp	1.67	1.67	2	yes	gene	defective cell-cell aggregation
Secondary_008a	D7	Secondary_008a_D7	CG12836	CG12836	Uncharacterized proteins	TCTEX1D2	CG12836	Current		1.67	2	2.17	yes	gene	defective cell-cell aggregation
Secondary_008a	D8	Secondary_008a_D8	CG3183	geminin	Nuclear-associated pathways	GMNN	geminin	Current	Geminin anon-WO0257455.1 gem l(2)k14019 Geminin Gem Dm geminin Dm Geminin CG3183 v(2)k09107	2	2	1.83	yes	gene	defective cell-cell aggregation
Secondary_008a	D9	Secondary_008a_D9	CG30056	CG30056	N/A	N/A	CG30056	Current	NEST:bs07h07 NEST:bs07b11 NEST:bs33g02	2.33	1	1.17			
Secondary_008a	E1	Secondary_008a_E1	CG13587	CG13587	N/A	N/A	CG13587	Current		1.67	1	1			
Secondary_008a	E10	Secondary_008a_E10	CG32284	CG32284	N/A	N/A	CG32284	Current	BcDNA:LP03531	1.67	1	1			
Secondary_008a	E11	Secondary_008a_E11	CG32246	CG32246	N/A	NDC1	CG32246	Current		2	1	1			
Secondary_008a	E12	Secondary_008a_E12	CG15020	CG15020	Uncharacterized proteins	N/A	CG15020	Current		3	2.33	2.5	yes	gene	defective cell-cell aggregation
Secondary_008a	E2	Secondary_008a_E2	CG3548	CG3548	N/A	N/A	CG3548	Current		1.67	1	1			
Secondary_008a	E3	Secondary_008a_E3	CG3565	CG3565	Uncharacterized proteins	EFCAB1	CG3565	Current	anon-WO0140519.176	1.67	2	1.67	yes	gene	defective cell-cell aggregation
Secondary_008a	E4	Secondary_008a_E4	CG3579		Nuclear-associated pathways	ZC3H12D	CG42360			1.67	2.67	2.5	yes	gene	defective cell-cell aggregation
Secondary_008a	E5	Secondary_008a_E5	CG4741	CG4741	Uncharacterized proteins	N/A	CG4741	Current		1.67	3	2.83	yes	gene	defective cell-cell aggregation
Secondary_008a	E6	Secondary_008a_E6	CG13566	CG13566	Uncharacterized proteins	N/A	CG13566	Current		2	3	3	yes	gene	defective cell-cell aggregation
Secondary_008a	E7	Secondary_008a_E7	CG3825	Gadd34	Kinases and Phosphatases	PPP1R15A	Gadd34	Current	Dm-GADD34 dGADD34 dPPP1R15 CG3825 gadd34 GADD34	1.67	2.33	2	yes	gene	defective cell-cell aggregation
Secondary_008a	E8	Secondary_008a_E8	CG30175	Unc-89	N/A	TTN	Unc-89	Current	PROJECTIN-like obscurin CG30175 unc-89 CG33519 CG3901 CG18021 obs CG18019 CG30171 CT12925 BEST:HL01080 CG18020 UNC-89 CT40326 CT40322	1.67	1	1			
Secondary_008a	E9	Secondary_008a_E9	CG32475	mthl8	N/A	N/A	methuselah-like 8	Current	mth-like 8 Mth-like 8 Methuselah-like 8 CG13406 anon-WO0170980.145 CG32475 anon-WO0170980.146 mthl-8 CG11869 Mth-8	3	1	1			
Secondary_008a	F1	Secondary_008a_F1	CG32418	vito	N/A	NOL12	viriato	Current	CG10569 CG32418	2	1	1			
Secondary_008a	F10	Secondary_008a_F10	CG32102	CG32102	Uncharacterized proteins	N/A	CG32102	Current	BcDNA:RE42781	1.67	2	1.67	yes	gene	defective cell-cell aggregation
Secondary_008a	F11	Secondary_008a_F11	CG7554	comm2	Uncharacterized proteins	N/A	comm2	Current	CG7554	1.67	1.33	2.17	yes	gene	defective cell-cell aggregation
Secondary_008a	F12	Secondary_008a_F12	CG13040	CG13040	Uncharacterized proteins	N/A	CG13040	Current		1.67	2	2.5	yes	gene	defective cell-cell aggregation
Secondary_008a	F2	Secondary_008a_F2	CG32415	CG42272	N/A	N/A	CG32415	Current	CG32416 CG32415 CG32416 CG32415	1.67	1	1			
Secondary_008a	F3	Secondary_008a_F3	CG13685	CG13685	N/A	N/A	CG13685	Current		1.67	1	1			
Secondary_008a	F4	Secondary_008a_F4	CG13288	CG13288	N/A	N/A	CG13288	Current	dmCG13288	1.67	1	1			
Secondary_008a	F5	Secondary_008a_F5	CG32046	CG42268	Uncharacterized proteins	N/A	CG32046	Current	CG32044 CG32046 CG32044 CG32046 CG6740 CG14170	1.67	2	1.67	yes	gene	defective cell-cell aggregation
Secondary_008a	F6	Secondary_008a_F6	CG32039	CG32039	Other pathways	SVIP	CG32039	Current	BEST:GH02734 BcDNA:RE03722	2	1.67	1.83	yes	gene	defective cell-cell aggregation
Secondary_008a	F7	Secondary_008a_F7	CG4461	CG4461	Quality control pathways	HSPB1	CG4461	Current	148460_at Hsp20 gh12586 4461 BEST:GH12586 DmCG4461	1.67	3.33	3	yes	gene	defective cell-cell aggregation
Secondary_008a	F8	Secondary_008a_F8	CG6024	CG6024	N/A	NETO2	CG6024	Current	CT18912	2	1.33	1.17			
Secondary_008a	F9	Secondary_008a_F9	CG14135	CG14135	Uncharacterized proteins	THAP4	CG14135	Current		2	2	2.17	yes	gene	defective cell-cell aggregation
Secondary_008a	G1	Secondary_008a_G1	CG13039	CG13039	N/A	N/A	CG13039	Current	BcDNA:AT27312	2	1	1			
Secondary_008a	G10	Secondary_008a_G10	CG11100	Mes2	N/A	N/A	Mesoderm-expressed 2	Current	Mes2 mes2 adfR CG11100	2	1	1			
Secondary_008a	G11	Secondary_008a_G11	CG10284		N/A	GLIPR1L1	CG10284			1.67	1	1			
Secondary_008a	G12	Secondary_008a_G12	CG14609	CG14609	Uncharacterized proteins	N/A	CG14609	Current		2	1.67	1.67	yes	gene	defective cell-cell aggregation
