Plate	Well Number	Well	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Strain]	Gene Identifier	Gene Symbol	Reagent Design Gene Annotation Build	Analysis Gene Annotation Build	Control Type	Control Comments	Channels	Replicate Group	Plate Issues
X_110429_S24	80	G8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	btf3	SPAC4F10.14c	btf3					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	81	G9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mug5	SPAC14C4.08	mug5					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	82	G10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	thi4	SPAC23H4.10c	thi4					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	83	G11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	obr1	SPAC3C7.14c	obr1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	84	G12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mug183	SPAC6G9.03c	mug183					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	85	H1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mug98	SPBC15D4.12c	mug98					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	86	H2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mal3	SPAC18G6.15	mal3			positive control	positive control (mal3)	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	87	H3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	88	H4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBP4H10.19c	SPBP4H10.19c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	89	H5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ctl1	SPCC1682.11c	ctl1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	90	H6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPCC777.15	SPCC777.15						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	91	H7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	lsd90	SPBC16E9.16c	lsd90					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	92	H8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mug114	SPAC4F8.08	mug114					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	93	H9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	agn1	SPAC14C4.09	agn1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	94	H10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC24H6.08	SPAC24H6.08						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	95	H11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mug115	SPAC56F8.14c	mug115					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	96	H12									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	1	A1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	cbf11	SPCC736.08	cbf11					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	2	A2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	trs8502	SPBC1734.07c	trs8502					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	3	A3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC1198.07c	SPBC1198.07c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	4	A4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mug81	SPBC13G1.10c	mug81					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	5	A5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ppt1	SPAC56F8.04c	ppt1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	6	A6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	pfd1	SPBC1D7.01	pfd1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	7	A7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mrc1	SPAC694.06c	mrc1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	8	A8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC3A11.10c	SPAC3A11.10c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	9	A9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ppk6	SPAC1805.01c	ppk6					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	10	A10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	DarkMal3					technical control	dark control	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	11	A11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	pac10	SPAC3H8.07c	pac10					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	12	A12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ser2	SPBC3H7.07c	ser2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	13	B1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	tsn1	SPAC30.03c	tsn1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	14	B2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	yox1	SPBC21B10.13c	yox1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	15	B3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC22H10.09	SPAC22H10.09						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	16	B4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rkr1	SPBC21D10.09c	rkr1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	17	B5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	gpd1	SPBC215.05	gpd1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	18	B6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	cyp7	SPBC16H5.05c	cyp7					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	19	B7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	vps1	SPAC767.01c	vps1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	20	B8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC9.07c	SPAC9.07c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	21	B9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ppk11	SPAC2C4.14c	ppk11					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	22	B10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC2G2.17c	SPBC2G2.17c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	23	B11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC2F3.02	SPAC2F3.02						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	24	B12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC3F6.01c	SPBC3F6.01c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	25	C1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPACUNK4.08	SPACUNK4.08						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	26	C2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	pdp1	SPBC29A3.13	pdp1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	27	C3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	spo4	SPBC21C3.18	spo4					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	28	C4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC1861.07	SPBC1861.07						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	29	C5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	tel1	SPCC23B6.03c	tel1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	30	C6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	grx1	SPAC4F10.20	grx1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	31	C7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	sst1	SPAC521.04c	sst1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	32	C8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC1778.09	SPBC1778.09						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	33	C9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	pog1	SPCC24B10.22	pog1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	34	C10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	top1	SPBC1703.14c	top1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	35	C11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ria1	SPCC553.08c	ria1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	36	C12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC17A3.06	SPBC17A3.06						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	37	D1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	aap1	SPAC4F10.02	aap1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	38	D2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC30B4.06c	SPBC30B4.06c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	39	D3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	cdk11	SPBC18H10.15	cdk11					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	40	D4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	nto1	SPBC17D11.04c	nto1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	41	D5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	hip4	SPBC947.08c	hip4					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	42	D6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPCC162.01c	SPCC162.01c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	43	D7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC19B12.06c	SPAC19B12.06c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	44	D8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	gef2	SPAC31A2.16	gef2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	45	D9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC1773.16c	SPBC1773.16c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	46	D10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC26H5.02c	SPAC26H5.02c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	47	D11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	gpt1	SPBPJ4664.06	gpt1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	48	D12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC9G1.10c	SPAC9G1.10c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	49	E1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	pop2	SPAC4D7.03	pop2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	50	E2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC409.19c	SPBC409.19c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	51	E3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ppk14	SPAC4G8.05	ppk14					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	52	E4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC1709.14	SPBC1709.14						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	53	E5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rrf1	SPBC1709.09	rrf1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	54	E6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC20H4.09	SPAC20H4.09						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	55	E7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	abc4	SPAC30.04c	abc4					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	56	E8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC7D4.12c	SPAC7D4.12c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	57	E9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rfp2	SPAC343.18	rfp2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	58	E10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	snf59	SPBC26H8.09c	snf59					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	59	E11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC17A2.14	SPAC17A2.14						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	60	E12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC12G12.07c	SPAC12G12.07c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	61	F1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC6F6.03c	SPAC6F6.03c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	62	F2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC713.03	SPBC713.03						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	63	F3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	lsk1	SPAC2F3.15	lsk1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	64	F4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC14F5.10c	SPBC14F5.10c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	65	F5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	vgl1	SPCC550.14	vgl1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	66	F6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	hsp104	SPBC16D10.08c	hsp104					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	67	F7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC869.04	SPAC869.04						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	68	F8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rav1	SPBC1105.10	rav1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	69	F9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	msc1	SPAC343.11c	msc1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	70	F10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBP35G2.14	SPBP35G2.14						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	71	F11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ppb1	SPBP4H10.04	ppb1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	72	F12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ent3	SPCC794.11c	ent3					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	73	G1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC1B3.04c	SPAC1B3.04c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	74	G2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBP35G2.11c	SPBP35G2.11c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	75	G3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	scd1	SPAC16E8.09	scd1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	76	G4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	snf5	SPAC2F7.08c	snf5					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	77	G5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC6G9.14	SPAC6G9.14						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	78	G6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	pof11	SPAC29E6.01	pof11					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	79	G7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC56E4.03	SPAC56E4.03						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	80	G8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC146.04	SPBC146.04						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	81	G9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC25B8.11	SPAC25B8.11						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	82	G10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mug28	SPAC343.07	mug28					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	83	G11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rpl3001	SPAC9G1.03c	rpl3001					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	84	G12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	arp9	SPAC1071.06	arp9					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	85	H1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC16H5.04	SPBC16H5.04						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	86	H2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mal3	SPAC18G6.15	mal3			positive control	positive control (mal3)	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	87	H3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	88	H4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC4G8.08	SPAC4G8.08						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	89	H5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	doa10	SPBC14F5.07	doa10					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	90	H6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	hat1	SPAC139.06	hat1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	91	H7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	pex6	SPAC17A5.01	pex6					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	92	H8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ppk38	SPCP1E11.02	ppk38					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	93	H9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	cph1	SPAC16C9.05	cph1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	94	H10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	gar2	SPAC140.02	gar2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	95	H11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mlh1	SPBC1703.04	mlh1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S10	96	H12									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S12	1	A1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	chp1	SPAC18G6.02c	chp1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S12	2	A2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	fus1	SPAC20G4.02c	fus1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S12	3	A3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	sec74	SPAC26F1.01	sec74					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S12	4	A4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mvp1	SPAC3A11.06	mvp1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S12	5	A5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rev3	SPAC688.10	rev3					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S12	6	A6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	gde1	SPAPB1E7.05	gde1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S12	7	A7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	amo1	SPBC15D4.10c	amo1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S12	8	A8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC21C3.14c	SPBC21C3.14c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S12	9	A9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	pmr1	SPBC31E1.02c	pmr1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S12	10	A10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	dsc1	SPBC947.10	dsc1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S12	11	A11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ubp5	SPCC188.08c	ubp5					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S12	12	A12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	DarkMal3					technical control	dark control	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S12	13	B1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC1952.09c	SPAC1952.09c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S12	14	B2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	set3	SPAC22E12.11c	set3					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S12	15	B3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mga2	SPAC26H5.05	mga2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S12	16	B4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	elf1	SPAC3C7.08c	elf1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S12	17	B5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC6F6.13c	SPAC6F6.13c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S12	18	B6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mid2	SPAPYUG7.03c	mid2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S12	19	B7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	fhn1	SPBC1685.13	fhn1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S12	20	B8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	nif1	SPBC23G7.04c	nif1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S12	21	B9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	def1	SPBC354.10	def1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S12	22	B10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	set6	SPBP8B7.07c	set6					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S12	23	B11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	nup61	SPCC18B5.07c	nup61					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S12	24	B12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPCC663.15c	SPCC663.15c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S12	25	C1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	sst4	SPAC19A8.05c	sst4					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S12	26	C2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mug62	SPAC22F3.04	mug62					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S12	27	C3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rga3	SPAC29A4.11	rga3					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S12	28	C4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC3C7.13c	SPAC3C7.13c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110502_S12	29	C5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	sen1	SPAC6G9.10c	sen1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
