Plate	Well Number	Well	Experimental Condition [cell line]	"Cell Type/Genetic Subtype (Neve et al., Cancer Cell 2006)"	Experimental Condition [media]	Experimental Condition [compound]	Experimental Condition [dose]	Experimental Condition[time]	Control Type	Control Comment	Comments
22_lines_Y27_noc_200145912	34	B10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	35	B11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	36	B12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	37	B13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	38	B14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	39	B15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	40	B16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	41	B17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	42	B18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	43	B19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	44	B20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	45	B21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	46	B22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	47	B23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	48	B24							empty well		no images
22_lines_Y27_noc_200145912	49	C1							empty well		no images
22_lines_Y27_noc_200145912	50	C2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	51	C3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	52	C4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	53	C5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	54	C6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	55	C7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	56	C8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	57	C9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	58	C10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	59	C11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	60	C12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	61	C13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	62	C14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	63	C15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	64	C16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	65	C17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	66	C18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	67	C19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	68	C20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	69	C21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	70	C22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	71	C23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	72	C24							empty well		no images
22_lines_Y27_noc_200145912	73	D1							empty well		no images
22_lines_Y27_noc_200145912	74	D2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	75	D3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	76	D4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	77	D5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	78	D6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	79	D7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	80	D8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	81	D9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	82	D10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	83	D11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	84	D12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	85	D13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	86	D14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	87	D15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	88	D16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	89	D17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	90	D18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	91	D19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	92	D20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	93	D21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	94	D22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	95	D23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	96	D24							empty well		no images
22_lines_Y27_noc_200145912	97	E1							empty well		no images
22_lines_Y27_noc_200145912	98	E2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	99	E3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	100	E4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	101	E5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	102	E6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	103	E7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	104	E8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	105	E9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	106	E10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	107	E11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	108	E12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	109	E13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	110	E14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	111	E15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	112	E16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	113	E17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	114	E18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	115	E19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	116	E20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	117	E21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	118	E22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	119	E23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	120	E24							empty well		no images
22_lines_Y27_noc_200145912	121	F1							empty well		no images
22_lines_Y27_noc_200145912	122	F2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	123	F3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	124	F4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	125	F5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	126	F6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	127	F7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	128	F8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	129	F9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	130	F10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	131	F11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	132	F12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	133	F13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	134	F14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	135	F15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	136	F16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	137	F17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	138	F18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	139	F19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	140	F20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	141	F21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	142	F22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	143	F23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	144	F24							empty well		no images
22_lines_Y27_noc_200145912	145	G1							empty well		no images
22_lines_Y27_noc_200145912	146	G2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	147	G3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	148	G4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	149	G5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	150	G6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	151	G7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	152	G8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	153	G9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	154	G10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	155	G11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	156	G12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	157	G13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	158	G14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	159	G15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	160	G16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	161	G17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	162	G18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	163	G19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	164	G20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	165	G21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	166	G22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	167	G23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	168	G24							empty well		no images
22_lines_Y27_noc_200145912	169	H1							empty well		no images
22_lines_Y27_noc_200145912	170	H2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	171	H3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	172	H4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	173	H5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	174	H6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	175	H7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	176	H8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	177	H9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	178	H10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	179	H11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	180	H12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	181	H13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	182	H14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	183	H15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	184	H16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	185	H17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	186	H18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	187	H19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	188	H20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	189	H21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	190	H22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	191	H23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	192	H24							empty well		no images
22_lines_Y27_noc_200145912	193	I1							empty well		no images
22_lines_Y27_noc_200145912	194	I2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	nocodazole	2 microgram per milliliter	5 hour			
22_lines_Y27_noc_200145912	195	I3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	nocodazole	2 microgram per milliliter	5 hour			
22_lines_Y27_noc_200145912	196	I4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	nocodazole	2 microgram per milliliter	5 hour			
22_lines_Y27_noc_200145912	197	I5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	nocodazole	2 microgram per milliliter	5 hour			
22_lines_Y27_noc_200145912	198	I6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	nocodazole	2 microgram per milliliter	5 hour			
22_lines_Y27_noc_200145912	199	I7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	nocodazole	2 microgram per milliliter	5 hour			
22_lines_Y27_noc_200145912	200	I8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	nocodazole	2 microgram per milliliter	5 hour			
22_lines_Y27_noc_200145912	201	I9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	nocodazole	2 microgram per milliliter	5 hour			
22_lines_Y27_noc_200145912	202	I10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	nocodazole	2 microgram per milliliter	5 hour			
22_lines_Y27_noc_200145912	203	I11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	nocodazole	2 microgram per milliliter	5 hour			
22_lines_Y27_noc_200145912	204	I12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	nocodazole	2 microgram per milliliter	5 hour			
22_lines_Y27_noc_200145912	205	I13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	nocodazole	2 microgram per milliliter	5 hour			
22_lines_Y27_noc_200145912	206	I14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	nocodazole	2 microgram per milliliter	5 hour			
22_lines_Y27_noc_200145912	207	I15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	nocodazole	2 microgram per milliliter	5 hour			
22_lines_Y27_noc_200145912	208	I16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	nocodazole	2 microgram per milliliter	5 hour			
22_lines_Y27_noc_200145912	209	I17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	nocodazole	2 microgram per milliliter	5 hour			
