Plate	Well	Plate_Well	siRNA Identifier	siRNA Pool Name	Gene Identifier	Ensembl 56 Gene Symbol	Final Well Hit Status Actinome 1	Final Well Hit status Actinome 2	Overall Hit Gene Consensus	Has phenotypes	Phenotype 1	Term Source Accession 1	Ontology Term Name 1	Phenotype 2	Term Source Accession 2	Ontology Term Name 2	Phenotype 3	Term Source Accession 3	Ontology Term Name 3	Phenotype 4	Term Source Accession 4	Ontology Term Name 4	Phenotype 5	Term Source Accession 5	Ontology Term Name 5	Phenotype 6	Term Source Accession 6	Ontology Term Name 6	Phenotype 7	Term Source Accession 7	Ontology Term Name 7	Phenotype 8	Term Source Accession 8	Ontology Term Name 8	Phenotype 9	Term Source Accession 9	Ontology Term Name 9	Phenotype 10	Term Source Accession 10	Ontology Term Name 10	Phenotype 11	Term Source Accession 11	Ontology Term Name 11	Phenotype 12	Term Source Accession 12	Ontology Term Name 12	Phenotype 13	Term Source Accession 13	Ontology Term Name 13	Phenotype 14	Term Source Accession 14	Ontology Term Name 14	Phenotype 15	Term Source Accession 15	Ontology Term Name 15	Phenotype 16	Term Source Accession 16	Ontology Term Name 16	Phenotype 17	Term Source Accession 17	Ontology Term Name 17	Phenotype 18	Term Source Accession 18	Ontology Term Name 18	Phenotype 19	Term Source Accession 19	Ontology Term Name 19	Phenotype 20	Term Source Accession 20	Ontology Term Name 20	Phenotype 21	Term Source Accession 21	Ontology Term Name 21	Phenotype 22	Term Source Accession 22	Ontology Term Name 22	Phenotype 23	Term Source Accession 23	Ontology Term Name 23	Phenotype 24	Term Source Accession 24	Ontology Term Name 24	Phenotype 25	Term Source Accession 25	Ontology Term Name 25	Phenotype 26	Term Source Accession 26	Ontology Term Name 26	Phenotype 27	Term Source Accession 27	Ontology Term Name 27	Phenotype 28	Term Source Accession 28	Ontology Term Name 28	Phenotype 29	Term Source Accession 29	Ontology Term Name 29	Phenotype 30	Term Source Accession 30	Ontology Term Name 30	Phenotype 31	Term Source Accession 31	Ontology Term Name 31	Phenotype 32	Term Source Accession 32	Ontology Term Name 32	Phenotype 33	Term Source Accession 33	Ontology Term Name 33	Phenotype 34	Term Source Accession 34	Ontology Term Name 34	Phenotype 35	Term Source Accession 35	Ontology Term Name 35	Phenotype 36	Term Source Accession 36	Ontology Term Name 36	Phenotype 37	Term Source Accession 37	Ontology Term Name 37	Phenotype 38	Term Source Accession 38	Ontology Term Name 38	Phenotype 39	Term Source Accession 39	Ontology Term Name 39	Phenotype 40	Term Source Accession 40	Ontology Term Name 40
Plate9_Actinome1	O11	Plate9_Actinome1_O11	RRAS2-04	RRAS2	NM_012250		yes	yes	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass										increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype													increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci							increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex				disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton													cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell	cell shape bipolar or elongated	CMPO_0000077	elongated cell	cell shape geometric	CMPO_0000261	geometric cell	cell shape variable	CMPO_0000270	increased variability of cell shape in population	decreased cell number	CMPO_0000052	decreased cell numbers																												microtubule clumps	CMPO_0000286	aggregated microtubules phenotype										loss of cell monolayer	CMPO_0000293	loss of cell monolayer	motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate9_Actinome1	O12	Plate9_Actinome1_O12	TRIP10-02	TRIP10	NM_004240		yes	yes	no	no																																																																																																																								
Plate9_Actinome1	O13	Plate9_Actinome1_O13	RRAS2-05	RRAS2	NM_012250		yes	yes	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass										increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype													increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci							increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex				disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton													cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell	cell shape bipolar or elongated	CMPO_0000077	elongated cell	cell shape geometric	CMPO_0000261	geometric cell	cell shape variable	CMPO_0000270	increased variability of cell shape in population	decreased cell number	CMPO_0000052	decreased cell numbers																												microtubule clumps	CMPO_0000286	aggregated microtubules phenotype										loss of cell monolayer	CMPO_0000293	loss of cell monolayer	motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate9_Actinome1	O14	Plate9_Actinome1_O14	TRIP10-03	TRIP10	NM_004240		no	no	no	no																																																																																																																								
Plate9_Actinome1	O15	Plate9_Actinome1_O15	RRAS2-06	RRAS2	NM_012250		no	no	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass										increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype													increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci							increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex				disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton													cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell	cell shape bipolar or elongated	CMPO_0000077	elongated cell	cell shape geometric	CMPO_0000261	geometric cell	cell shape variable	CMPO_0000270	increased variability of cell shape in population	decreased cell number	CMPO_0000052	decreased cell numbers																												microtubule clumps	CMPO_0000286	aggregated microtubules phenotype										loss of cell monolayer	CMPO_0000293	loss of cell monolayer	motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate9_Actinome1	O16	Plate9_Actinome1_O16	TRIP10-04	TRIP10	NM_004240		no	no	no	no																																																																																																																								
Plate9_Actinome1	O17	Plate9_Actinome1_O17	RTKN-01	RTKN	NM_033046		no	no	no	no																																																																																																																								
Plate9_Actinome1	O18	Plate9_Actinome1_O18	VAV1-05	VAV1	NM_005428		yes	yes	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass							increased number of filopodia	CMPO_0000076	increased number of filopodia	increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype																			increased number of transverse actin stress fibres	CMPO_0000298	increased amount of transverse stress fibers				increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers										variable cell size	CMPO_0000269	increased variability of cell size in population				cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell	cell shape bipolar or elongated	CMPO_0000077	elongated cell				cell shape variable	CMPO_0000270	increased variability of cell shape in population	decreased cell number	CMPO_0000052	decreased cell numbers				increased number of multinucleate cells	CMPO_0000300	more multinucleate cells							misshapen DNA	CMPO_0000177	misshapen DNA										microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype													loss of cell monolayer	CMPO_0000293	loss of cell monolayer	motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate9_Actinome1	O19	Plate9_Actinome1_O19	RTKN-02	RTKN	NM_033046		yes	yes	no	no																																																																																																																								
Plate9_Actinome1	O2	Plate9_Actinome1_O2	KIF11-08	KIF11	NM_004523		no	no	no	no																																																																																																																								
Plate9_Actinome1	O20	Plate9_Actinome1_O20	VAV1-02	VAV1	NM_005428		yes	yes	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass							increased number of filopodia	CMPO_0000076	increased number of filopodia	increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype																			increased number of transverse actin stress fibres	CMPO_0000298	increased amount of transverse stress fibers				increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers										variable cell size	CMPO_0000269	increased variability of cell size in population				cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell	cell shape bipolar or elongated	CMPO_0000077	elongated cell				cell shape variable	CMPO_0000270	increased variability of cell shape in population	decreased cell number	CMPO_0000052	decreased cell numbers				increased number of multinucleate cells	CMPO_0000300	more multinucleate cells							misshapen DNA	CMPO_0000177	misshapen DNA										microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype													loss of cell monolayer	CMPO_0000293	loss of cell monolayer	motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate9_Actinome1	O21	Plate9_Actinome1_O21	RTKN-03	RTKN	NM_033046		yes	yes	no	no																																																																																																																								
Plate9_Actinome1	O22	Plate9_Actinome1_O22	VAV1-03	VAV1	NM_005428		no	yes	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass							increased number of filopodia	CMPO_0000076	increased number of filopodia	increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype																			increased number of transverse actin stress fibres	CMPO_0000298	increased amount of transverse stress fibers				increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers										variable cell size	CMPO_0000269	increased variability of cell size in population				cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell	cell shape bipolar or elongated	CMPO_0000077	elongated cell				cell shape variable	CMPO_0000270	increased variability of cell shape in population	decreased cell number	CMPO_0000052	decreased cell numbers				increased number of multinucleate cells	CMPO_0000300	more multinucleate cells							misshapen DNA	CMPO_0000177	misshapen DNA										microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype													loss of cell monolayer	CMPO_0000293	loss of cell monolayer	motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate9_Actinome1	O23	Plate9_Actinome1_O23	RTKN-04	RTKN	NM_033046		no	yes	no	no																																																																																																																								
Plate9_Actinome1	O24	Plate9_Actinome1_O24	VAV1-04	VAV1	NM_005428		yes	yes	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass							increased number of filopodia	CMPO_0000076	increased number of filopodia	increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype																			increased number of transverse actin stress fibres	CMPO_0000298	increased amount of transverse stress fibers				increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers										variable cell size	CMPO_0000269	increased variability of cell size in population				cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell	cell shape bipolar or elongated	CMPO_0000077	elongated cell				cell shape variable	CMPO_0000270	increased variability of cell shape in population	decreased cell number	CMPO_0000052	decreased cell numbers				increased number of multinucleate cells	CMPO_0000300	more multinucleate cells							misshapen DNA	CMPO_0000177	misshapen DNA										microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype													loss of cell monolayer	CMPO_0000293	loss of cell monolayer	motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate9_Actinome1	O5	Plate9_Actinome1_O5	ROCK2-02	ROCK2	NM_004850		yes	yes	no	no																																																																																																																								
Plate9_Actinome1	O6	Plate9_Actinome1_O6	TRIO-03	TRIO	NM_007118		yes	yes	yes	yes																increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype													increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci										increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers	disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton	increased cell size	CMPO_0000128	increased cell size phenotype										cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell	cell shape bipolar or elongated	CMPO_0000077	elongated cell							decreased cell number	CMPO_0000052	decreased cell numbers				increased number of multinucleate cells	CMPO_0000300	more multinucleate cells							misshapen DNA	CMPO_0000177	misshapen DNA										microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype	microtubule clumps	CMPO_0000286	aggregated microtubules phenotype										loss of cell monolayer	CMPO_0000293	loss of cell monolayer	motile lamellae	CMPO_0000278	fan-shaped lamellipodia
